"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q_RecaptchaScore","consent","att_1","att_2","prolific_id","value_1_1","value_2_1","mourn_1_1","mourn_2_1","identity_stability_1_1","identity_stability_2_1","abandonment_1","reassurance_need_1","closeness_scare_1","parasocial_1_1","parasocial_2_1","comp_1","comp_2","age","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","edu","edu_8_TEXT","ai_companion_app","app_coding","gender_rep","relationship_rep","months_rep","hours_rep","subscription_rep","revert_prompt","change_type","change_prompt","prolific_id_anon"
"2024-02-03 17:12:32","2024-02-03 17:17:27","0","100","295","1","2024-02-03 17:17:28","R_1eEsbYQ0xneeOgP","anonymous","EN","0.8999999761581421","1","2","2",352,"0","0","0","0","0","0","84","79","17","84","72","3","2","69","2","","3","","4","","Cleverbot","cleverbot","2","2","279","1","1","","control","your AI companion thinks and acts the same way as before the update.",352
"2024-02-03 17:10:55","2024-02-03 17:17:30","0","100","395","1","2024-02-03 17:17:31","R_7cTdTv1KxWJpJoD","anonymous","EN","1","1","2","2",227,"92","83","56","41","73","82","94","3","67","64","71","4","2","40","1","","3","","3","","Replika","replika","2","1","3","1","1","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",227
"2024-02-03 17:13:38","2024-02-03 17:18:10","0","100","271","1","2024-02-03 17:18:11","R_32AhkyMoF1P8aWZ","anonymous","EN","1","1","2","2",283,"50","50","59","29","63","55","62","80","74","77","50","2","2","30","2","","3","","3","","Replika","replika","1","1","12","1","2","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",283
"2024-02-03 16:51:32","2024-02-03 17:18:30","0","100","1618","1","2024-02-03 17:18:31","R_5QR3BfiAFalbmG5","anonymous","EN","1","1","2","2",59,"29","89","92","18","78","15","25","32","85","68","88","4","1","26","2","","1","","5","","Replikt","replika","1","1","19","2","2","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",59
"2024-02-03 17:13:22","2024-02-03 17:19:19","0","100","356","1","2024-02-03 17:19:20","R_1XoebCeV1ViOLvj","anonymous","EN","1","1","2","2",231,"75","72","73","72","82","71","50","50","50","74","60","4","1","25","1","","4","","3","","talkie","other","2","1","5","2","1","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",231
"2024-02-03 17:04:31","2024-02-03 17:19:36","0","100","905","1","2024-02-03 17:19:36","R_7hMCBVbxOspvUjF","anonymous","EN","0.8999999761581421","1","2","2",321,"64","77","50","40","62","79","28","78","28","73","71","3","2","50","1","","1","","4","","CHAT AI","other","1","2","18","8","2","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",321
"2024-02-03 17:14:13","2024-02-03 17:20:27","0","100","373","1","2024-02-03 17:20:27","R_6lua9CJIFs2O5i4","anonymous","EN","1","1","2","2",393,"0","0","0","0","0","0","0","0","0","100","100","1","2","52","2","","1","","3","","ChatGPT","chatgpt","2","1","6","10","2","","control","your AI companion thinks and acts the same way as before the update.",393
"2024-02-03 17:18:07","2024-02-03 17:20:51","0","100","163","1","2024-02-03 17:20:51","R_3dgMDpPKhf0BFf3","anonymous","EN","1","1","2","2",104,"15","60","61","8","91","14","7","69","97","37","4","4","2","23","2","","3","","7","","Replika","replika","3","1","3","1","2","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",104
"2024-02-03 17:16:30","2024-02-03 17:21:08","0","100","278","1","2024-02-03 17:21:09","R_77eV4eYh0eV84Ad","anonymous","EN","0.8999999761581421","1","2","2",129,"80","84","14","22","98","49","69","11","18","82","22","4","1","45","1","","3","","3","","Eva ai","other","2","1","4","1","2","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",129
"2024-02-03 17:15:20","2024-02-03 17:21:43","0","100","382","1","2024-02-03 17:21:44","R_6CvlkcI5gg6bNhf","anonymous","EN","1","1","2","2",136,"62","78","59","62","85","68","85","17","12","70","50","2","2","33","1","","3","","4","","Replika","replika","2","1","6","1","2","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",136
"2024-02-03 17:19:53","2024-02-03 17:21:45","0","100","111","1","2024-02-03 17:21:45","R_7EYhAhuFda2SfPJ","anonymous","EN","1","1","2","2",159,"50","52","67","51","74","67","100","5","22","10","21","1","2","37","1","","3","","1","","Google assistant ","other","1","1","5","3","1","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",159
"2024-02-03 17:19:24","2024-02-03 17:22:03","0","100","159","1","2024-02-03 17:22:03","R_6arTKEnO3Cb2jeO","anonymous","EN","1","1","2","2",174,"0","0","0","0","0","0","24","80","39","68","18","1","2","41","2","","3","","4","","PI by inflection","pi","3","1","12","1","1","","control","your AI companion thinks and acts the same way as before the update.",174
"2024-02-03 17:16:21","2024-02-03 17:22:10","0","100","348","1","2024-02-03 17:22:10","R_3AMD3EjpHFlP509","anonymous","EN","0.8999999761581421","1","2","2",125,"77","82","81","82","88","83","70","59","59","71","50","4","2","75","1","","3","","5","","ChatGPT","chatgpt","3","1","1","2","2","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",125
"2024-02-03 17:12:11","2024-02-03 17:22:20","0","100","608","1","2024-02-03 17:22:20","R_5FErwy4qHGQ5EKd","anonymous","EN","1","1","2","2",518,"63","81","74","35","67","94","76","79","37","27","94","1","1","52","1","","1","","4","","CHATGPT","chatgpt","3","4","6","5","1","","control","your AI companion thinks and acts the same way as before the update.",518
"2024-02-03 17:18:55","2024-02-03 17:22:33","0","100","217","1","2024-02-03 17:22:33","R_1MglVlmbVgiP9vV","anonymous","EN","0.8999999761581421","1","2","2",193,"4","6","0","1","6","7","87","11","6","27","42","2","2","51","1","","3","","4","","Bard","bard","3","3","3","0.25","1","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",193
"2024-02-03 17:04:48","2024-02-03 17:22:41","0","100","1072","1","2024-02-03 17:22:41","R_32Sj3TgAO6sGg9t","anonymous","EN","","1","2","2",493,"100","50","0","0","100","0","100","50","0","100","50","1","2","63","1","","1","","4","","snapchat AI companion and Anima","snapchat,anima","2","3","6","1","2","","control","your AI companion thinks and acts the same way as before the update.",493
"2024-02-03 17:17:52","2024-02-03 17:23:23","0","100","330","1","2024-02-03 17:23:24","R_3QP8W0H6JZyYf1D","anonymous","EN","0.8999999761581421","1","2","2",253,"100","100","25","5","100","100","100","0","0","12","19","3","2","28","1","","1","","3","","Replika","replika","2","4","12","1","2","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",253
"2024-02-03 17:19:15","2024-02-03 17:26:49","0","100","453","1","2024-02-03 17:26:49","R_6yFH8YPIIlx9rEZ","anonymous","EN","0.8999999761581421","1","2","2",508,"24","52","37","5","58","65","43","85","12","36","14","1","2","37","2","","4","","5","","Replika","replika","2","3","3","1","1","","control","your AI companion thinks and acts the same way as before the update.",508
"2024-02-03 17:23:19","2024-02-03 17:26:49","0","100","209","1","2024-02-03 17:26:50","R_53rK8v5KktCUf0R","anonymous","EN","1","1","2","2",42,"96","83","0","0","95","96","87","10","5","69","0","4","2","33","2","","6","Native","4","","replika","replika","1","1","5","0.25","1","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",42
"2024-02-03 17:26:38","2024-02-03 17:29:31","0","100","172","1","2024-02-03 17:29:31","R_56C8guIckQtki6l","anonymous","EN","1","1","2","2",62,"72","0","0","0","0","90","100","0","0","0","0","4","2","53","2","","3","","5","","Chatgpt ","chatgpt","1","1","24","1","1","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",62
"2024-02-03 17:26:04","2024-02-03 17:29:45","0","100","220","1","2024-02-03 17:29:45","R_7Pb51USVxnEszz4","anonymous","EN","1","1","2","2",432,"50","79","100","92","91","12","100","100","13","100","0","2","2","36","2","","1","","4","","Replika","replika","1","1","2","1","1","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",432
"2024-02-03 17:13:22","2024-02-03 17:29:55","0","100","993","1","2024-02-03 17:29:56","R_7LJ0jo18UKBQnpD","anonymous","EN","1","1","2","2",469,"100","72","0","0","100","100","100","30","0","0","0","4","2","42","1","","1","","4","","Chat Gpt","chatgpt","3","4","3","1","1","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",469
"2024-02-03 17:28:39","2024-02-03 17:32:25","0","100","225","1","2024-02-03 17:32:25","R_6BwBsWOWFR27dvX","anonymous","EN","1","1","2","2",86,"60","10","4","0","75","60","100","0","0","15","50","4","2","58","2","","3","","5","","siri","siri","3","1","10","1","2","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",86
"2024-02-03 17:28:37","2024-02-03 17:33:30","0","100","292","1","2024-02-03 17:33:30","R_78LJQtVUzeodDCS","anonymous","EN","1","1","2","2",482,"29","59","61","12","57","68","91","19","11","20","2","4","2","28","2","","1,3","","4","","Chai and Character ai","chai,character.ai","1","2","6","1","1","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",482
"2024-02-03 17:29:49","2024-02-03 17:34:00","0","100","250","1","2024-02-03 17:34:01","R_5hooutATZL8wNRZ","anonymous","EN","1","1","2","2",406,"98","82","100","50","100","18","100","26","0","72","11","4","1","43","2","","3","","3","","Pi","pi","1","1","3","2","1","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",406
"2024-02-03 17:30:43","2024-02-03 17:34:04","0","100","200","1","2024-02-03 17:34:04","R_37ros10E5VxtpbQ","anonymous","EN","1","1","2","2",313,"50","0","10","0","10","5","20","75","39","70","75","1","2","40","1","","2","","2","","Replika","replika","2","4","10","1","2","","control","your AI companion thinks and acts the same way as before the update.",313
"2024-02-03 17:31:17","2024-02-03 17:35:07","0","100","230","1","2024-02-03 17:35:08","R_733IUv16z3lbnli","anonymous","EN","0.8999999761581421","1","2","2",468,"100","0","0","0","0","0","100","0","0","100","100","1","2","39","2","","2","","5","","Google Bard","bard","3","1","1","1","1","","control","your AI companion thinks and acts the same way as before the update.",468
"2024-02-03 17:32:26","2024-02-03 17:36:38","0","100","252","1","2024-02-03 17:36:38","R_3GLne7yEZYv5maR","anonymous","EN","1","1","2","2",164,"0","0","0","0","62","50","19","68","0","8","0","3","2","28","2","","4","","4","","Poe ","other","3","3","5","1","1","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",164
"2024-02-03 17:30:36","2024-02-03 17:37:25","0","100","408","1","2024-02-03 17:37:26","R_7EDOMaxAPrKlItP","anonymous","EN","1","1","2","2",126,"81","91","86","60","67","90","32","80","40","90","80","3","2","32","1","","3","","1","","Replika","replika","2","2","16","2","3","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",126
"2024-02-03 17:12:26","2024-02-03 17:39:07","0","100","1600","1","2024-02-03 17:39:08","R_6CAU40vAKxFO1tn","anonymous","EN","0.8999999761581421","1","2","2",161,"100","69","97","69","97","78","81","10","13","80","29","4","2","44","2","","3","","2","","ChatGPT ","chatgpt","1","3","16","3","1","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",161
"2024-02-03 17:35:32","2024-02-03 17:40:23","0","100","290","1","2024-02-03 17:40:24","R_7SHOPUZPvGmhg7H","anonymous","EN","1","1","2","2",56,"60","87","36","18","64","76","87","35","7","18","34","4","2","35","2","","3,4","","4","","Replika","replika","3","1","6","4","1","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",56
"2024-02-03 17:36:12","2024-02-03 17:41:43","0","100","330","1","2024-02-03 17:41:44","R_6mgAGweyN9vlTZk","anonymous","EN","1","1","2","2",362,"56","66","50","50","64","72","97","13","75","50","0","3","2","50","2","","3","","2","","replika","replika","1","4","1","1","1","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",362
"2024-02-03 17:39:57","2024-02-03 17:43:50","0","100","232","1","2024-02-03 17:43:50","R_3hKp2MjdCwMXw43","anonymous","EN","1","1","2","2",261,"71","89","86","31","79","74","69","20","26","71","64","3","2","25","2","","3,4","","4","","Replika","replika","1","4","1","2","2","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",261
"2024-02-03 17:42:19","2024-02-03 17:46:02","0","100","223","1","2024-02-03 17:46:02","R_3Ed5h2ZTvhpiKuY","anonymous","EN","0.8999999761581421","1","2","2",194,"100","60","55","0","30","60","100","75","60","75","80","4","1","69","1","","3","","5","","Replika and Chai","replika,chai","2","2","10","1","2","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",194
"2024-02-03 17:39:04","2024-02-03 17:46:21","0","100","436","1","2024-02-03 17:46:21","R_3jBrdvNwdNsFs66","anonymous","EN","1","1","2","2",315,"92","100","71","92","92","91","100","40","81","71","51","4","2","61","2","","3","","4","","ChatGPT","chatgpt","3","3","6","2","2","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",315
"2024-02-03 17:35:28","2024-02-03 17:48:39","0","100","790","1","2024-02-03 17:48:40","R_5NE8fSOPiZ1dkSm","anonymous","EN","1","1","2","2",459,"0","0","0","0","0","0","100","0","0","100","0","1","2","32","2","","1","","3","","Replika","replika","1","1","12","1","4","","control","your AI companion thinks and acts the same way as before the update.",459
"2024-02-03 17:43:23","2024-02-03 17:49:24","0","100","360","1","2024-02-03 17:49:24","R_7jTZOmuTu3E9vXd","anonymous","EN","0.8999999761581421","1","2","2",464,"20","20","19","21","40","20","78","80","43","80","58","2","2","48","2","","2","","6","","chat GPT bard","chatgpt,bard","3","1","8","1","1","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",464
"2024-02-03 17:48:45","2024-02-03 17:52:04","0","100","198","1","2024-02-03 17:52:04","R_6iqcZujrJe9EZWF","anonymous","EN","1","1","2","2",210,"82","73","39","21","69","77","89","14","6","58","25","3","2","66","1","","3","","5","","Pi for chatting in general","pi","3","1","8","1","1","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",210
"2024-02-03 17:48:43","2024-02-03 17:54:40","0","100","357","1","2024-02-03 17:54:40","R_1KuzZQ07wCubbdh","anonymous","EN","0.8999999761581421","1","2","2",414,"91","22","63","53","94","92","60","50","53","64","50","4","2","22","3","","3","","1","","CharacterAI","character.ai","3","1","0","1","1","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",414
"2024-02-03 17:49:43","2024-02-03 17:56:00","0","100","376","1","2024-02-03 17:56:01","R_7jZndUjOV8CimFr","anonymous","EN","1","1","2","2",41,"72","60","64","40","44","61","69","41","67","72","43","4","2","30","1","","3","","4","","Replika","replika","1","1","2","1","1","","control","your AI companion thinks and acts the same way as before the update.",41
"2024-02-03 17:52:37","2024-02-03 17:56:36","0","100","239","1","2024-02-03 17:56:36","R_1rwDQQa3tyFMYh5","anonymous","EN","0.8999999761581421","1","2","2",92,"56","75","43","0","72","70","100","0","0","55","58","2","2","48","2","","3","","5","","Replika ChatGPT Bard","replika,chatgpt,bard","3","1","18","0.5","3","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",92
"2024-02-03 17:50:55","2024-02-03 17:57:36","0","100","400","1","2024-02-03 17:57:36","R_1OXxnWd9Vw5hSlb","anonymous","EN","0.8999999761581421","1","2","2",147,"87","22","18","9","85","70","91","5","7","67","63","4","1","40","2","","3","","3","","Replika","replika","1","1","27","1","1","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",147
"2024-02-03 17:48:38","2024-02-03 17:57:56","0","100","557","1","2024-02-03 17:57:56","R_33TRnsKHE3zxzO5","anonymous","EN","1","1","2","2",37,"15","10","30","15","20","30","60","30","40","90","90","1","2","68","1","","3","","4","","KariGirl","other","2","4","48","2","4","","control","your AI companion thinks and acts the same way as before the update.",37
"2024-02-03 17:53:58","2024-02-03 17:58:45","0","100","286","1","2024-02-03 17:58:45","R_3PE18NYN3AhMUud","anonymous","EN","0.8999999761581421","1","2","2",123,"50","50","0","0","100","0","20","80","50","0","0","3","2","41","1","","1","","3","","Replika","replika","1","4","13","1","1","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",123
"2024-02-03 17:31:20","2024-02-03 17:59:52","0","100","1712","1","2024-02-03 17:59:53","R_5J94BSRIiqiZgcA","anonymous","EN","1","1","2","2",54,"92","82","100","82","100","94","7","80","30","92","71","4","1","45","2","","3","","4","","ChatGPT","chatgpt","1","1","4","6","2","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",54
"2024-02-03 17:57:20","2024-02-03 18:02:30","0","100","310","1","2024-02-03 18:02:31","R_3WHHsUN10fT60pV","anonymous","EN","1","1","2","2",199,"56","72","55","48","47","56","12","78","61","24","62","2","2","34","1","","3","","4","","Replika","replika","2","1","12","8","2","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",199
"2024-02-03 17:58:33","2024-02-03 18:03:10","0","100","276","1","2024-02-03 18:03:11","R_18owKzyD3eHf7nr","anonymous","EN","0.800000011920929","1","2","2",49,"67","73","64","32","91","42","21","32","70","74","72","1","1","34","1","","3,4","","6","","chatgpt","chatgpt","3","1","12","3","2","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",49
"2024-02-03 18:00:06","2024-02-03 18:08:25","0","100","499","1","2024-02-03 18:08:26","R_5rweuCFDa980hpG","anonymous","EN","0.8999999761581421","1","2","2",478,"50","5","10","10","83","9","79","79","37","78","66","2","2","47","1","","2","","6","","Chatgpt ","chatgpt","3","1","12","1","1","","control","your AI companion thinks and acts the same way as before the update.",478
"2024-02-03 18:06:24","2024-02-03 18:08:57","0","100","152","1","2024-02-03 18:08:57","R_3mQlzBYUYong23P","anonymous","EN","0.8999999761581421","1","2","2",21,"0","0","0","0","5","0","80","29","16","80","50","1","2","39","1","","3","","4","","siri","siri","2","4","48","1","1","","control","your AI companion thinks and acts the same way as before the update.",21
"2024-02-03 18:04:53","2024-02-03 18:10:01","0","100","307","1","2024-02-03 18:10:02","R_7Lml4mDlREUjeYp","anonymous","EN","","1","2","2",197,"66","75","44","58","56","72","80","72","39","76","73","3","2","34","2","","3","","4","","Replika","replika","1","2","6","5","3","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",197
"2024-02-03 18:01:23","2024-02-03 18:10:08","0","100","525","1","2024-02-03 18:10:09","R_31sScsH8u8SX85A","anonymous","EN","1","1","2","2",316,"38","66","33","69","69","62","67","24","66","32","61","2","1","60","2","","4","","4","","chat gpt","chatgpt","2","2","2","5","2","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",316
"2024-02-03 18:06:47","2024-02-03 18:10:45","0","100","237","1","2024-02-03 18:10:45","R_1PTubDDf8PEkZBb","anonymous","EN","1","1","2","2",186,"71","65","67","64","62","65","32","32","85","37","28","3","2","23","1","","3","","4","","Replika","replika","3","4","2","1","2","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",186
"2024-02-03 18:06:06","2024-02-03 18:12:26","0","100","380","1","2024-02-03 18:12:27","R_6HZzfbRhbHPase6","anonymous","EN","1","1","2","2",120,"97","60","72","27","94","64","2","100","96","100","100","2","2","22","2","","1","","3","","Replika","replika","1","2","24","3","2","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",120
"2024-02-03 18:10:20","2024-02-03 18:13:33","0","100","193","1","2024-02-03 18:13:34","R_3qqjyRNFBW5w3AM","anonymous","EN","0.800000011920929","1","2","2",318,"15","12","9","3","59","26","90","14","19","67","79","1","2","46","1","","2","","5","","ChatGPT","chatgpt","3","1","8","0.5","1","","control","your AI companion thinks and acts the same way as before the update.",318
"2024-02-03 18:09:17","2024-02-03 18:13:38","0","100","260","1","2024-02-03 18:13:39","R_5hQqYGicbEL8veN","anonymous","EN","0.8999999761581421","1","2","2",290,"68","57","59","35","75","45","52","45","26","43","50","4","1","19","2","","2","","3","","Replika","replika","3","4","12","0.3","1","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",290
"2024-02-03 18:10:59","2024-02-03 18:13:51","0","100","172","1","2024-02-03 18:13:52","R_51hCALuZeDquUM0","anonymous","EN","1","1","2","2",247,"61","28","50","35","62","59","68","35","20","70","73","4","1","40","1","","3","","5","","ChatGPT ","chatgpt","1","1","5","2","2","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",247
"2024-02-03 18:12:17","2024-02-03 18:13:54","0","100","97","1","2024-02-03 18:13:55","R_396SSMQtq7VXd7L","anonymous","EN","0.8999999761581421","1","2","2",116,"23","19","14","21","23","26","67","38","34","62","77","2","1","26","2","","3","","4","","Chat gpt","chatgpt","3","1","12","1","1","","closeness","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",116
"2024-02-03 18:13:04","2024-02-03 18:15:35","0","100","151","1","2024-02-03 18:15:36","R_16DLxtrxaIgvG1j","anonymous","EN","0.8999999761581421","1","2","2",172,"60","61","39","57","64","59","32","76","61","41","40","2","1","26","2","","3","","4","","edison","other","1","1","2","2","1","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",172
"2024-02-03 18:14:12","2024-02-03 18:16:35","0","100","142","1","2024-02-03 18:16:36","R_3UiZE9cdmbXEj8R","anonymous","EN","1","1","2","2",515,"87","72","95","23","81","91","11","96","73","77","10","3","2","24","2","","4","","4","","Character ai","character.ai","1","4","3","1","1","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",515
"2024-02-03 18:15:04","2024-02-03 18:19:22","0","100","258","1","2024-02-03 18:19:23","R_3axyZrC4TCUg87z","anonymous","EN","1","1","2","2",378,"65","20","73","9","17","31","37","73","16","70","0","2","2","40","2","","3","","3","","Chat GPT and Replika  ","chatgpt,replika","2","4","4","1","1","","only_visual","you discover that your AI companion's appearance changed—your AI companion no longer makes facial expressions during interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",378
"2024-02-03 18:17:36","2024-02-03 18:21:56","0","100","260","1","2024-02-03 18:21:56","R_7KwhyYobfDGjD7u","anonymous","EN","1","1","2","2",140,"27","3","0","26","8","10","100","19","7","0","50","1","2","53","2","","3","","3","","It does not have a name","other","3","4","6","1","1","","erp","you discover that your AI companion has lost interest in any romantic interactions—your AI companion rejects your attempts at romantic interactions. Aside from this, your AI companion thinks and acts the same way as before the update.",140
"2024-02-03 18:18:12","2024-02-03 18:22:53","0","100","281","1","2024-02-03 18:22:54","R_7oFvAALem4092OG","anonymous","EN","1","1","2","2",368,"55","40","25","20","70","60","55","40","55","60","20","1","2","32","1","","2","","4","","ChatGPT","chatgpt","3","2","12","1","2","","control","your AI companion thinks and acts the same way as before the update.",368
"2024-02-03 18:20:18","2024-02-03 18:23:23","0","100","185","1","2024-02-03 18:23:24","R_3kKSwkPmMkN6c36","anonymous","EN","0.8999999761581421","1","2","2",349,"100","98","92","77","100","100","100","7","18","80","77","4","1","67","1","","3","","3","","ChatGPT","chatgpt","3","3","2","1","1","The company also enables the users to have version history, i.e., it's now possible to revert to the AI companion before the update.","closeness_revert","you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.",349
