StartDate;EndDate;Status;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;DistributionChannel;UserLanguage;Q_RecaptchaScore;consent;att_1;att_2;prolific_id;value_1_1;value_2_1;mourn_1_1;mourn_2_1;identity_stability_1_1;identity_stability_2_1;comp_1;comp_2;age;gender;gender_4_TEXT;ethnicity;ethnicity_6_TEXT;edu;edu_8_TEXT;ai_companion_app;uses_ai_assistant;gender_rep;relationship_rep;months_rep;hours_rep;subscription_rep;PROLIFIC_PID;revertible;revert_prompt;change_type;change_prompt
2024-07-01 15:04:20;2024-07-01 15:08:18;0;100;238;1;2024-07-01 15:08:18;R_5NBRGwyrSqvgmf9;anonymous;EN;1;1;2;2;66568b91a46391348bbd3835;60;25;0;0;12;10;1;1;20;1;;2,4;;3;;Chatgpt;1;1;1;0;1;1;66568b91a46391348bbd3835;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:00:34;2024-07-01 15:08:23;0;100;469;1;2024-07-01 15:08:23;R_1hnlbMa7Ra1n7MI;anonymous;EN;1;1;2;2;667ef6b52ec37d50dd4afbee;86;71;70;65;84;85;2;1;26;1;;3;;7;;Google Assistant;1;2;1;23;1;1;667ef6b52ec37d50dd4afbee;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 14:56:37;2024-07-01 15:08:27;0;100;709;1;2024-07-01 15:08:28;R_1UNQJvOXpHXPDPz;anonymous;EN;1;1;2;2;571c631fe1d2ec0013a68515;74;74;92;56;75;25;2;1;28;2;;3;;4;;Chatgpt;1;3;1;3;2;1;571c631fe1d2ec0013a68515;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:01:24;2024-07-01 15:08:35;0;100;430;1;2024-07-01 15:08:35;R_3c6KpFLQWpItaKd;anonymous;EN;1;1;2;2;606be651a89a7baf6141e8b9;0;43;9;32;0;0;1;1;28;2;;1;;5;;replika;0;1;1;6;1;2;606be651a89a7baf6141e8b9;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:05:18;2024-07-01 15:10:42;0;100;324;1;2024-07-01 15:10:43;R_6rBjdN1YQDYYm1W;anonymous;EN;1;1;2;2;655727ebfca43fc335260382;95;77;57;50;66;50;2;1;71;2;;1;;4;;Bixby;1;1;1;3;2;3;655727ebfca43fc335260382;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:09:15;2024-07-01 15:11:42;0;100;146;1;2024-07-01 15:11:42;R_5ji75kWLF1qyysh;anonymous;EN;1;1;2;2;6306d4da805f2e38a841c3ad;89;90;3;0;79;87;2;1;27;1;;3;;1;;replika;0;2;4;12;1;4;6306d4da805f2e38a841c3ad;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:11:53;2024-07-01 15:13:58;0;100;124;1;2024-07-01 15:13:58;R_5PM6zSh13gTSMX8;anonymous;EN;1;1;2;2;65ab0ced7915f90d6e5e76a1;28;32;57;71;84;65;2;2;37;2;;3,4;;5;;Replika;0;2;1;6;1;1;65ab0ced7915f90d6e5e76a1;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:10:33;2024-07-01 15:15:06;0;100;272;1;2024-07-01 15:15:06;R_33pVfs3Jq6l1jGi;anonymous;EN;1;1;2;2;6547bf8012d4702680d55663;56;60;59;19;86;75;2;2;22;3;;3;;1;;CharacterAI;0;3;1;1;1;1;6547bf8012d4702680d55663;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:08:35;2024-07-01 15:15:18;0;100;403;1;2024-07-01 15:15:19;R_5jJrpIGW26UFxGo;anonymous;EN;1;1;2;2;613e002e81f4b2409b531dbd;82;79;61;38;85;82;1;2;25;2;;3;;4;;ChatGPT;1;3;1;5;2;1;613e002e81f4b2409b531dbd;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:15:27;2024-07-01 15:15:50;0;100;22;1;2024-07-01 15:15:50;R_3BbNGuqNKqixMCd;anonymous;EN;1;1;1;2;628de7e8ff1744a9717d7883;;;;;;;;;;;;;;;;;0;;;;;;628de7e8ff1744a9717d7883;;;;
2024-07-01 15:10:43;2024-07-01 15:16:31;0;100;347;1;2024-07-01 15:16:32;R_17iZiJyB1aPZHWh;anonymous;EN;1;1;2;2;638fdf87700dd1228bade2e1;74;73;82;71;72;74;1;1;70;1;;3;;5;;Replika;0;1;1;12;2;2;638fdf87700dd1228bade2e1;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:13:29;2024-07-01 15:17:18;0;100;228;1;2024-07-01 15:17:19;R_3Pe6fIOFZWCc9Pt;anonymous;EN;1;1;2;2;6503144f9a10397111eb3eb9;94;95;85;80;100;93;2;2;64;1;;3,4;;4;;Replika;0;2;1;6;2;2;6503144f9a10397111eb3eb9;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:10:38;2024-07-01 15:17:23;0;100;405;1;2024-07-01 15:17:24;R_6kj0sxAwaUgba2B;anonymous;EN;1;1;2;2;637d58b9dd14dc68ba68920a;73;72;73;68;69;73;1;1;50;1;;3;;5;;Replika;0;1;1;12;3;2;637d58b9dd14dc68ba68920a;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:05:12;2024-07-01 15:19:23;0;100;850;1;2024-07-01 15:19:24;R_3IlBhNpBXQUcCpb;anonymous;EN;1;1;2;2;6439cd3f6b7ae12c173398fa;84;73;35;0;34;5;2;1;20;2;;1;;3;;Replika;0;1;4;5;0.4;2;6439cd3f6b7ae12c173398fa;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:11:14;2024-07-01 15:20:05;0;100;530;1;2024-07-01 15:20:06;R_7tsxYYVqs6oHm9k;anonymous;EN;1;1;2;2;65479fc085536ca430602dc9;50;24;24;21;80;20;1;1;51;1;;1;;5;;replika;0;2;4;11;2;2;65479fc085536ca430602dc9;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:17:44;2024-07-01 15:20:32;0;100;167;1;2024-07-01 15:20:32;R_6TLkdICYewYrAQ1;anonymous;EN;1;1;2;2;6000cfb6be1cd0204ed257c7;100;100;81;18;100;100;2;1;28;2;;3;;3;;Replika;0;2;1;6;2;1;6000cfb6be1cd0204ed257c7;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:18:59;2024-07-01 15:21:08;0;100;128;1;2024-07-01 15:21:09;R_5QBTrG53YRZuHpn;anonymous;EN;1;1;2;2;5d4b1c73cfe6e90017ad8990;80;81;72;34;81;94;1;1;28;1;;1;;4;;Replika;0;1;1;10;3;1;5d4b1c73cfe6e90017ad8990;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:17:44;2024-07-01 15:22:17;0;100;273;1;2024-07-01 15:22:17;R_7S9AfmcKthvxyeL;anonymous;EN;1;1;2;2;6158f8d1ad08e224c817b97b;50;50;50;49;50;50;1;2;25;1;;3;;4;;ChatGPT;1;3;1;4;2;1;6158f8d1ad08e224c817b97b;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:24:02;2024-07-01 15:24:16;0;100;14;1;2024-07-01 15:24:17;R_7GkxmF4vQRSaplI;anonymous;EN;1;1;2;1;65cb98d079089b88e6fbb404;;;;;;;;;;;;;;;;;0;;;;;;65cb98d079089b88e6fbb404;;;;
2024-07-01 15:23:07;2024-07-01 15:24:18;0;100;70;1;2024-07-01 15:24:18;R_3EoJpRQ7bxSDxmI;anonymous;EN;1;1;2;1;6677472b792d33cc46ee04f7;;;;;;;;;;;;;;;;;0;;;;;;6677472b792d33cc46ee04f7;;;;
2024-07-01 15:25:48;2024-07-01 15:27:18;0;100;90;1;2024-07-01 15:27:19;R_1QGaVjVHHePjack;anonymous;EN;1;1;2;2;5acd612efa3b4e000173d769;72;70;68;30;74;73;2;2;23;1;;2;;3;;Replika;0;2;2;3;1;1;5acd612efa3b4e000173d769;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:23:39;2024-07-01 15:27:34;0;100;234;1;2024-07-01 15:27:35;R_19ox8jRqcp6LVZv;anonymous;EN;1;1;2;2;65219fcb593a5ffcc18b1337;50;78;63;50;70;41;2;2;27;2;;3;;5;;chat gpt;1;1;1;3;0;1;65219fcb593a5ffcc18b1337;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:24:12;2024-07-01 15:27:42;0;100;209;1;2024-07-01 15:27:43;R_3g5OEEMh817F05a;anonymous;EN;1;1;2;2;63f79194eb27c9dc523185bd;70;71;64;74;67;67;2;2;44;1;;1;;5;;ChatGPT;1;3;1;9;2;1;63f79194eb27c9dc523185bd;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:26:21;2024-07-01 15:27:55;0;100;93;1;2024-07-01 15:27:56;R_5CPzpC67Cy94skT;anonymous;EN;1;1;2;2;5c6f906672c0e50001d9332a;28;34;14;16;29;24;1;2;32;1;;3;;7;;Replika;0;1;1;2;1;2;5c6f906672c0e50001d9332a;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:15:27;2024-07-01 15:28:12;0;100;764;1;2024-07-01 15:28:13;R_6YEHBIVa0bhibGp;anonymous;EN;1;1;2;2;637ef4d4e9abb3274bc1c925;71;32;89;65;91;50;2;2;49;1;;2;;4;;Google AI;1;1;2;6;4;2;637ef4d4e9abb3274bc1c925;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:25:45;2024-07-01 15:28:22;0;100;157;1;2024-07-01 15:28:23;R_5cd6SdQYztMqtjf;anonymous;EN;1;1;2;2;667d7b084884c62abf249185;80;40;81;19;67;72;1;1;19;2;;3;;3;;replika;0;2;3;7;1;4;667d7b084884c62abf249185;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:25:45;2024-07-01 15:28:47;0;100;181;1;2024-07-01 15:28:47;R_3zRDES0pRQg8jhD;anonymous;EN;1;1;2;2;651c815bcb083c5d64179d49;84;85;90;91;75;88;2;1;48;1;;2;;4;;Chat gpt;1;2;1;7;5;2;651c815bcb083c5d64179d49;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:25:53;2024-07-01 15:29:26;0;100;212;1;2024-07-01 15:29:27;R_11YD3ImIE4twjaH;anonymous;EN;1;1;2;2;5d54d634d6ef65000130a6a9;0;0;0;0;0;0;1;2;32;1;;3;;2;;Google Gemini ;1;3;3;2;2;1;5d54d634d6ef65000130a6a9;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:20:07;2024-07-01 15:30:11;0;100;604;1;2024-07-01 15:30:12;R_6nKYLYsYDEp1eJH;anonymous;EN;1;1;2;2;5c55faafb571e7000119e576;72;79;30;15;92;65;2;2;33;2;;6;Native;4;;Replika;0;1;1;26;1;1;5c55faafb571e7000119e576;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:27:39;2024-07-01 15:31:23;0;100;224;1;2024-07-01 15:31:24;R_7Pvy6SSNTuVdJgN;anonymous;EN;1;1;2;2;6632a7976ac65354ad468c94;66;70;32;57;31;30;2;2;28;2;;4;;4;;chat gpt;1;2;4;2;1;1;6632a7976ac65354ad468c94;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:31:22;2024-07-01 15:34:10;0;100;167;1;2024-07-01 15:34:11;R_5WJFF6MmkbFrCrn;anonymous;EN;1;1;2;2;6569582d6ea276f3fef484d3;50;0;0;0;0;0;1;2;18;2;;2;;3;;ChatGPT;1;3;4;4;0.5;1;6569582d6ea276f3fef484d3;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:30:49;2024-07-01 15:34:27;0;100;218;1;2024-07-01 15:34:28;R_1liPThsounSP6aC;anonymous;EN;1;1;2;2;651ab5e8863e385a9c2cc4f1;100;99;24;0;100;100;2;1;44;2;;1,4;;3;;Replika ;0;1;1;4;1;1;651ab5e8863e385a9c2cc4f1;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:31:18;2024-07-01 15:35:53;0;100;275;1;2024-07-01 15:35:54;R_6LBhFqvTBD4EwIH;anonymous;EN;1;1;2;2;663ae8bbd12e31dc48653c3a;70;76;57;46;60;39;2;1;31;2;;3;;3;;Perplexity ai;0;1;3;3;1;2;663ae8bbd12e31dc48653c3a;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:33:33;2024-07-01 15:36:24;0;100;170;1;2024-07-01 15:36:25;R_31iLT7YRu22ocRm;anonymous;EN;1;1;2;2;66465f4ac6e80eeff5417631;0;0;0;0;0;0;1;2;33;1;;3;;3;;Nomi;0;2;1;1;1.5;1;66465f4ac6e80eeff5417631;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:29:57;2024-07-01 15:37:16;0;100;438;1;2024-07-01 15:37:17;R_3PmJZlauyIMbYXo;anonymous;EN;0.800000011920929;1;2;2;5ef8dcdad9a3d864a1dea285;100;100;50;50;100;100;2;1;37;2;;3;;4;;Replika;0;3;4;6;4;2;5ef8dcdad9a3d864a1dea285;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:36:48;2024-07-01 15:37:53;0;100;64;1;2024-07-01 15:37:53;R_5K1HOLiptusaMLC;anonymous;EN;1;1;2;1;665c857e944e5ac6a2f51a50;;;;;;;;;;;;;;;;;0;;;;;;665c857e944e5ac6a2f51a50;;;;
2024-07-01 15:34:25;2024-07-01 15:38:28;0;100;243;1;2024-07-01 15:38:29;R_6LOs5xlyLythVG9;anonymous;EN;1;1;2;2;6677ebd236887756d344b4ec;74;57;27;59;72;67;1;1;23;1;;3;;5;;CHATGPT;1;1;4;6;1;1;6677ebd236887756d344b4ec;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:34:23;2024-07-01 15:39:35;0;100;312;1;2024-07-01 15:39:35;R_1PRaCfMzsb6PNbf;anonymous;EN;1;1;2;2;6656b8a8a830c81fd83e0a97;10;12;14;3;19;14;1;1;31;2;;3;;4;;Rosebud;1;1;3;3;1;1;6656b8a8a830c81fd83e0a97;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:31:09;2024-07-01 15:39:45;0;100;516;1;2024-07-01 15:39:46;R_3QJWKmNavHQmz0a;anonymous;EN;1;1;2;2;663b65b3f45420784b49c36e;66;75;26;71;28;69;2;2;27;2;;1;;4;;Replika;0;3;4;24;3;2;663b65b3f45420784b49c36e;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:39:31;2024-07-01 15:39:52;0;100;21;1;2024-07-01 15:39:53;R_7VIRPK5o7DuVIiL;anonymous;EN;1;1;2;1;664f5526d18b53064173f665;;;;;;;;;;;;;;;;;0;;;;;;664f5526d18b53064173f665;;;;
2024-07-01 15:33:33;2024-07-01 15:39:54;0;100;380;1;2024-07-01 15:39:55;R_6MBRkxxZloYVNBv;anonymous;EN;1;1;2;2;6667452b68fa3dad06a4a926;31;68;57;18;68;55;2;2;30;2;;3;;4;;NO;0;1;4;12;2;1;6667452b68fa3dad06a4a926;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:34:25;2024-07-01 15:39:59;0;100;333;1;2024-07-01 15:40:00;R_5GQ6hZ0B64a2RJD;anonymous;EN;1;1;2;2;66780d74adf7eb9ad774b5eb;68;70;32;58;44;54;1;1;25;1;;3;;5;;GEMINI;1;1;4;9;1;1;66780d74adf7eb9ad774b5eb;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:31:54;2024-07-01 15:40:13;0;100;498;1;2024-07-01 15:40:14;R_5MEXFOkuyHKjwAE;anonymous;EN;1;1;2;2;6618175b660d2cf7acd94f26;100;50;50;50;100;100;2;1;43;1;;1;;5;;CHATGTP;1;2;1;5;6;3;6618175b660d2cf7acd94f26;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:36:35;2024-07-01 15:40:31;0;100;236;1;2024-07-01 15:40:32;R_1qBEKUfKf4cHw0Z;anonymous;EN;1;1;2;2;6651eb251593afe79894b0c9;90;89;88;0;89;90;2;2;26;2;;3;;3;;CharacterAI;0;2;4;7;2;1;6651eb251593afe79894b0c9;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:40:16;2024-07-01 15:41:59;0;100;103;1;2024-07-01 15:42:00;R_7tTeY2Qi0bJmZZn;anonymous;EN;1;1;2;2;5b20c0474c72120001f25d90;100;100;77;0;100;100;2;1;24;2;;3;;3;;chatgpt;1;3;3;2;1;1;5b20c0474c72120001f25d90;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:39:05;2024-07-01 15:42:17;0;100;192;1;2024-07-01 15:42:18;R_5JvFNSgTqiGXcEF;anonymous;EN;1;1;2;2;63d3fb1e3808efad214cccf0;75;75;0;0;0;0;1;1;28;2;;4;;3;;Character ai Dopple ai;0;1;4;12;2;1;63d3fb1e3808efad214cccf0;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:33:09;2024-07-01 15:42:28;0;100;559;1;2024-07-01 15:42:29;R_6d6a32YB9vDHsPU;anonymous;EN;1;1;2;2;63d69bcc9ac7e2fd85b9ce49;35;73;35;31;80;74;2;1;47;2;;2;;5;;gpt;1;2;2;7;3;3;63d69bcc9ac7e2fd85b9ce49;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:39:30;2024-07-01 15:42:46;0;100;196;1;2024-07-01 15:42:47;R_5D0sJtmCj0lrVYI;anonymous;EN;1;1;2;2;65eb72fc073dffe731f3f4f7;72;89;29;0;79;84;2;1;41;2;;1;;3;;Chatgpt;1;3;4;2;1;1;65eb72fc073dffe731f3f4f7;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:39:05;2024-07-01 15:42:50;0;100;224;1;2024-07-01 15:42:50;R_7n7yJtmxYQObzJH;anonymous;EN;1;1;2;2;6646bb20be335a26c1e485b0;16;30;19;17;17;18;1;1;31;2;;3;;4;;replika;0;1;4;5;2;1;6646bb20be335a26c1e485b0;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:39:29;2024-07-01 15:42:55;0;100;206;1;2024-07-01 15:42:56;R_52QLUSw7bf69LYc;anonymous;EN;1;1;2;2;666f6b1c8dd0ca4982930b07;0;0;0;0;0;0;1;2;22;2;;1;;3;;Chai;0;1;4;8;1;1;666f6b1c8dd0ca4982930b07;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:33:53;2024-07-01 15:43:02;0;100;548;1;2024-07-01 15:43:02;R_7CCSC3UKrFfAFOk;anonymous;EN;1;1;2;2;65738d2870f7f2005000c6b8;100;100;100;0;100;100;2;2;39;2;;2;;5;;Chat GPT;1;3;4;12;1;1;65738d2870f7f2005000c6b8;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:41:50;2024-07-01 15:43:20;0;100;90;1;2024-07-01 15:43:21;R_18V5cOR9eCE9gFP;anonymous;EN;1;1;2;1;65e7cf2cc7c8d7338113e0e5;;;;;;;;;;;;;;;;;0;;;;;;65e7cf2cc7c8d7338113e0e5;;;;
2024-07-01 15:40:19;2024-07-01 15:44:26;0;100;246;1;2024-07-01 15:44:27;R_7IXhUL6YA1td0cA;anonymous;EN;1;1;2;2;5eec780232fae0000b70b506;0;0;0;0;0;0;1;2;27;1;;3,4;;4;;CharacterAI;0;1;4;12;1;1;5eec780232fae0000b70b506;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:39:45;2024-07-01 15:44:55;0;100;310;1;2024-07-01 15:44:55;R_57fiFGevmEuS2GG;anonymous;EN;1;1;2;2;5ed559e5afbd830e2117ed55;89;100;95;62;92;88;2;2;63;1;;3;;5;;ChatGPT;1;3;3;40;1;1;5ed559e5afbd830e2117ed55;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:43:23;2024-07-01 15:45:40;0;100;136;1;2024-07-01 15:45:40;R_5b31zSinj78Cepc;anonymous;EN;1;1;2;2;666f559ddc9f2e1de77b470f;20;10;0;0;30;10;1;1;18;1;;2;;1;;There was no name;0;3;1;0;3;1;666f559ddc9f2e1de77b470f;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:46:33;2024-07-01 15:46:50;0;100;17;1;2024-07-01 15:46:51;R_3uy4iMy5o89ww7P;anonymous;EN;0.800000011920929;1;2;1;6673c06ef972fa4885e8ec49;;;;;;;;;;;;;;;;;0;;;;;;6673c06ef972fa4885e8ec49;;;;
2024-07-01 15:40:38;2024-07-01 15:46:58;0;100;380;1;2024-07-01 15:46:59;R_3FIqWpU0dzxfqAw;anonymous;EN;1;1;2;2;64d51bcdead49bdcdb2ddc37;97;100;100;79;97;72;2;2;49;2;;3;;1;;Chatgpt;1;3;3;7;2;1;64d51bcdead49bdcdb2ddc37;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:42:12;2024-07-01 15:47:05;0;100;293;1;2024-07-01 15:47:06;R_7vFbX9N00oop8Qx;anonymous;EN;1;1;2;2;665c6f67d9ea69740afbcab8;96;93;87;5;82;4;2;2;19;1;;1;;1;;ChatGPT ;1;1;1;7;3;2;665c6f67d9ea69740afbcab8;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:45:58;2024-07-01 15:47:42;0;100;104;1;2024-07-01 15:47:42;R_3IGVNVQi84Sib3T;anonymous;EN;0.800000011920929;1;2;2;642c4e7bfd8088d145fa1bc9;33;69;32;69;62;68;2;2;28;1;;2;;4;;Replica ;0;3;1;8;1;2;642c4e7bfd8088d145fa1bc9;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:44:31;2024-07-01 15:48:23;0;100;231;1;2024-07-01 15:48:23;R_3mrbILzpK27Hkiz;anonymous;EN;1;1;2;2;6676d4c8253d2664c81ea424;76;79;25;0;100;25;2;1;21;1;;2;;3;;CharacterAI;0;2;4;1;1;1;6676d4c8253d2664c81ea424;TRUE;The company also allows users to return to the original AI companion, as it was before the update.;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:46:12;2024-07-01 15:48:25;0;100;133;1;2024-07-01 15:48:26;R_51gK2XcstcwAcyM;anonymous;EN;1;1;2;2;627986ad0b4e17430bd23d80;100;100;90;30;100;60;2;2;34;1;;2;;4;;Replika;0;2;1;6;1;1;627986ad0b4e17430bd23d80;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
2024-07-01 15:45:16;2024-07-01 15:48:30;0;100;193;1;2024-07-01 15:48:30;R_7is8EM3SLTdXis9;anonymous;EN;1;1;2;2;6668752d63c537b4ba749a6d;0;0;10;0;20;10;1;2;33;2;;3;;1;;Pi;0;1;1;3;1;1;6668752d63c537b4ba749a6d;FALSE;;control;your AI companion thinks and acts the same way as before the update.
2024-07-01 15:46:19;2024-07-01 15:49:24;0;100;184;1;2024-07-01 15:49:25;R_5tL1Lp3lLFzjeNz;anonymous;EN;1;1;2;2;667aeef276fec8cbaccdfe24;83;82;91;16;100;72;2;2;43;2;;3;;4;;ChatGPT;1;2;1;3;1;3;667aeef276fec8cbaccdfe24;FALSE;;coldness;you discover that your AI companion has lost interest in any deep interactions—your AI companion rejects your attempts to hang out, and is cold toward you. Aside from this, your AI companion thinks and acts the same way as before the update.
