StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,att_1,att_2,prolific_id,aicomp_name,disap_1_aicomp_1,disap_2_aicomp_1,mourn_1_aicomp_1,mourn_2_aicomp_1,mhealth_1_aicomp_1,mhealth_2_aicomp_1,freq_aicomp,app_name,disap_1_app_1,disap_2_app_1,mourn_1_app_1,mourn_2_app_1,mhealth_1_app_1,mhealth_2_app_1,freq_app,brand_name,disap_1_brand_1,disap_2_brand_1,mourn_1_brand_1,mourn_2_brand_1,mhealth_1_brand_1,mhealth_2_brand_1,freq_brand,game_name,disap_1_game_1,disap_2_game_1,mourn_1_game_1,mourn_2_game_1,mhealth_1_game_1,mhealth_2_game_1,freq_game,voice_name,disap_1_voice_1,disap_2_voice_1,mourn_1_voice_1,mourn_2_voice_1,mhealth_1_voice_1,mhealth_2_voice_1,freq_voice,pet_name,disap_1_pet_1,disap_2_pet_1,mourn_1_pet_1,mourn_2_pet_1,mhealth_1_pet_1,mhealth_2_pet_1,freq_pet,car_name,disap_1_car_1,disap_2_car_1,mourn_1_car_1,mourn_2_car_1,mhealth_1_car_1,mhealth_2_car_1,freq_car,open_ended,comp_1,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,edu,edu_8_TEXT,gender_rep,relationship_rep,months_rep,hours_rep,subscription_rep,PROLIFIC_PID
2024-11-02 18:19:46,2024-11-02 18:26:31,0,100,404,1,2024-11-02 18:26:31,R_5CWzCF575xEdV3X,anonymous,EN,1,1,2,2,Anonymized,,71,63,25,0,0,0,2,,100,100,100,100,100,100,30,,100,85,57,13,34,0,50,,100,100,71,19,50,0,3,,81,68,19,0,0,0,1,,100,100,100,100,100,100,168,,100,100,100,22,78,11,3,,1,32,1,NA,3,NA,4,NA,3,1,6,1,1,Anonymized
2024-11-02 18:21:35,2024-11-02 18:28:18,0,100,402,1,2024-11-02 18:28:18,R_1xPgEiFsnFmHcQ5,anonymous,EN,1,1,2,2,Anonymized,,40,59,15,0,0,0,0.45,,84,88,0,0,0,0,2,,90,63,0,0,19,0,0.30,,3,0,0,0,0,0,0,,60,41,0,0,0,0,1,,100,80,100,100,100,100,150,,100,92,75,0,10,0,2,,1,38,2,NA,3,NA,4,NA,2,3,3,0.5,1,Anonymized
2024-11-02 18:03:01,2024-11-02 18:30:44,0,100,1662,1,2024-11-02 18:30:44,R_64OAzvfacxhntka,anonymous,EN,1,1,2,2,Anonymized,,32,51,50,50,50,38,10,,66,38,36,50,38,50,2,,65,50,60,50,35,58,1,,60,50,29,41,59,50,0.5,,58,57,28,25,32,17,10,,70,39,74,50,60,34,30,,71,61,50,36,35,27,8,,1,54,2,NA,1,NA,5,NA,3,1,20,2,3,Anonymized
2024-11-02 18:12:57,2024-11-02 18:31:31,0,100,1114,1,2024-11-02 18:31:32,R_1m4ReIm8AblS6i4,anonymous,EN,1,1,2,2,Anonymized,,79,71,54,61,53,34,2,,61,70,77,43,27,54,3,,93,86,79,61,55,41,12,,70,57,56,61,63,55,3.7,,74,53,59,40,58,57,1,,67,59,59,60,65,62,7,,71,70,73,70,37,30,9,,1,21,1,NA,1,NA,4,NA,2,3,18,2,2,Anonymized
2024-11-02 18:04:17,2024-11-02 18:32:19,0,100,1682,1,2024-11-02 18:32:19,R_1N82HLOuHCixjdl,anonymous,EN,1,1,2,2,Anonymized,,30,25,15,10,20,15,3,,45,40,40,20,15,10,6,,30,20,20,5,5,5,2,,20,25,20,10,15,10,1,,30,20,25,15,5,10,3,,90,80,100,50,70,70,20,,40,30,25,20,30,15,5,,1,47,1,NA,3,NA,5,NA,1,3,12,2,2,Anonymized
2024-11-02 18:09:52,2024-11-02 18:32:23,0,100,1351,1,2024-11-02 18:32:24,R_5rB8QVrBRwknj4r,anonymous,EN,1,1,2,2,Anonymized,,29,0,0,0,0,0,0.25,,80,72,94,21,0,0,6,,0,0,20,0,0,0,1,,83,100,73,62,61,61,20,,20,0,0,0,0,0,0.5,,100,100,100,85,100,100,60,,20,50,0,0,0,0,2,,1,23,1,NA,3,NA,3,NA,1,3,6,0.15,1,Anonymized
2024-11-02 18:22:22,2024-11-02 18:33:44,0,100,682,1,2024-11-02 18:33:45,R_3TxU4GYxAf71cyt,anonymous,EN,1,1,2,2,Anonymized,,100,68,60,0,0,0,2,,86,60,54,0,0,0,5,,70,50,60,0,0,0,5,,100,100,100,0,10,9,5,,0,0,0,0,0,0,0.5,,81,81,100,0,51,46,7,,72,50,70,0,0,0,10,,2,26,1,NA,2,NA,3,NA,2,4,5,1,1,Anonymized
2024-11-02 18:14:34,2024-11-02 18:34:45,0,100,1210,1,2024-11-02 18:34:46,R_7wNYfVc26gnS19k,anonymous,EN,1,1,2,2,Anonymized,,90,84,71,40,67,60,25,,94,92,43,42,40,40,35,,87,93,38,36,32,31,15,,90,88,41,41,39,36,20,,87,85,39,36,43,43,30,,97,94,73,35,42,46,35,,88,93,67,42,41,46,21,,2,22,1,NA,3,NA,4,NA,2,1,6,2,2,Anonymized
2024-11-02 18:27:00,2024-11-02 18:35:51,0,100,530,1,2024-11-02 18:35:52,R_6kGt5DborPSrpa8,anonymous,EN,1,1,2,2,Anonymized,N/A,67,56,0,0,0,0,0,,100,100,70,21,63,61,8,,100,100,72,31,15,17,24,,100,65,24,0,0,0,6,,100,64,3,0,0,0,3,,100,100,100,56,73,61,168,,100,100,53,60,90,68,5,,1,35,1,NA,3,NA,1,NA,2,1,5,1,2,Anonymized
2024-11-02 18:19:21,2024-11-02 18:36:54,0,100,1052,1,2024-11-02 18:36:54,R_765RGBFIpruI8W5,anonymous,EN,1,1,2,2,Anonymized,,0,9,0,0,0,0,4,,1,0,0,0,0,0,5,,8,8,0,0,0,0,8,,71,76,0,0,0,0,14,,0,5,0,0,0,0,1,,100,100,100,100,30,30,28,,60,61,0,0,0,0,20,,1,39,1,NA,3,NA,1,NA,1,1,4,1,1,Anonymized
2024-11-02 18:36:40,2024-11-02 18:37:40,0,100,59,1,2024-11-02 18:37:41,R_7Cv59xqwB3VQHYv,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized
2024-11-02 18:29:13,2024-11-02 18:40:25,0,100,671,1,2024-11-02 18:40:25,R_1T2CyEYu0LztlMR,anonymous,EN,1,1,2,2,Anonymized,,40,56,2,0,4,5,0.2,,91,69,8,12,80,47,7,,38,50,0,0,0,0,6,,60,40,60,0,5,3,0.3,,50,33,23,0,8,0,1,,100,100,100,41,100,100,18,,90,80,60,0,50,5,3,,2,25,1,NA,3,NA,3,NA,3,3,2,1,2,Anonymized
2024-11-02 18:25:51,2024-11-02 18:40:51,0,100,899,1,2024-11-02 18:40:51,R_14vnWIHzUcMw0Pj,anonymous,EN,1,1,2,2,Anonymized,,30,21,26,12,35,50,2,,50,43,18,35,11,21,7,,4,6,6,4,4,3,12,,3,8,2,7,5,8,1,,5,3,4,0,15,5,2,,72,61,82,11,50,50,6,,40,14,0,2,1,0,20,,1,24,1,NA,3,NA,5,NA,1,2,8,1,1,Anonymized
2024-11-02 18:26:00,2024-11-02 18:40:52,0,100,891,1,2024-11-02 18:40:52,R_6IvpBfWUa6Ij0uw,anonymous,EN,1,1,2,2,Anonymized,,30,50,10,0,0,1,15,,31,14,61,0,32,0,50,,50,50,50,0,0,56,15,,50,50,50,3,0,0,2,,30,40,42,0,0,1,15,,79,73,74,32,29,32,21,,50,50,50,0,0,0,15,,1,58,2,NA,1,NA,4,NA,2,3,36,3,1,Anonymized
2024-11-02 18:32:23,2024-11-02 18:42:58,0,100,634,1,2024-11-02 18:42:59,R_60de8GZS1vtgTDB,anonymous,EN,1,1,2,2,Anonymized,,55,52,0,0,0,0,1,,81,64,63,23,0,0,2,,60,55,53,0,13,0,4,,58,53,51,0,0,4,4,,92,88,80,46,42,33,3,,100,100,100,100,100,100,14,,89,78,73,32,60,54,7,,1,27,2,NA,5,NA,5,NA,1,1,3,1,2,Anonymized
2024-11-02 18:39:06,2024-11-02 18:45:23,0,100,377,1,2024-11-02 18:45:24,R_6uwMdwfocuqtk1b,anonymous,EN,1,1,2,2,Anonymized,,50,44,37,41,41,44,2,,91,95,87,66,86,90,20,,47,41,50,12,10,14,1,,50,50,50,35,44,29,2,,60,59,50,43,55,47,1,,100,100,100,100,100,100,30,,74,83,62,39,52,48,10,,1,39,1,NA,3,NA,3,NA,2,1,7,1,1,Anonymized
2024-11-02 18:36:37,2024-11-02 18:46:49,0,100,612,1,2024-11-02 18:46:50,R_7Fsz0GcmQnyhbUt,anonymous,EN,1,1,2,2,Anonymized,,60,66,15,5,0,0,2,,100,100,100,100,100,100,10,,70,66,30,20,15,14,5,,86,84,82,55,51,60,2,,0,0,0,0,0,0,0,,100,100,100,100,100,100,15,,55,60,30,5,6,4,1,,1,19,1,NA,3,NA,3,NA,2,2,3,0.5,1,Anonymized
2024-11-02 18:37:30,2024-11-02 18:46:53,0,100,562,1,2024-11-02 18:46:54,R_1whFFqGSzyT6mga,anonymous,EN,1,1,2,2,Anonymized,,0,0,0,0,0,0,0,,84,83,7,13,17,11,15,,70,69,59,8,3,15,80,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,100,100,100,100,100,100,80,,50,8,6,2,6,1,10,,1,29,1,NA,3,NA,4,NA,2,1,0,0,1,Anonymized
2024-11-02 18:40:35,2024-11-02 18:49:56,0,100,561,1,2024-11-02 18:49:57,R_14uxHIVW46906Q6,anonymous,EN,1,1,2,2,Anonymized,,75,65,9,0,20,0,5,,60,30,0,0,0,0,7,,35,9,0,0,0,0,3,,100,84,14,0,0,0,1,,73,6,7,0,0,0,3,,100,100,100,10,100,50,14,,100,81,20,0,56,4,10,,1,66,2,NA,1,NA,5,NA,2,1,16,1,3,Anonymized
2024-11-02 18:44:02,2024-11-02 18:50:44,0,100,401,1,2024-11-02 18:50:44,R_3kUKlv65V1jojC1,anonymous,EN,1,1,2,2,Anonymized,,100,82,9,0,20,0,7,,100,88,0,0,0,0,7,,97,83,0,0,2,0,10,,81,71,0,0,0,0,2,,82,61,0,0,0,0,1,,100,100,100,32,85,77,25,,100,95,12,0,53,66,10,,1,25,2,NA,1,NA,1,NA,1,1,6,1,2,Anonymized
2024-11-02 18:39:47,2024-11-02 18:52:15,0,100,747,1,2024-11-02 18:52:16,R_6e0QOO2UssbLJSh,anonymous,EN,1,1,2,2,Anonymized,,0,0,10,0,0,0,5,,25,0,0,0,0,0,2,,0,0,0,0,0,0,2,,51,20,0,0,0,0,1,,0,0,0,0,0,0,1,,80,51,100,50,100,100,4,,50,70,0,0,55,10,5,,1,33,2,NA,6,,4,NA,1,2,3,1,3,Anonymized
2024-11-02 18:44:14,2024-11-02 18:52:27,0,100,492,1,2024-11-02 18:52:27,R_3TsIHgVzpiii9fY,anonymous,EN,1,1,2,2,Anonymized,,50,50,0,0,0,0,0,,92,50,58,3,12,22,4,,90,87,57,27,28,31,15,,90,72,15,4,9,2,7,,73,79,34,0,0,4,2,,100,100,100,100,100,100,30,,96,95,76,0,50,3,13,,1,49,2,NA,3,NA,4,NA,3,4,0,0,1,Anonymized
2024-11-02 18:33:23,2024-11-02 18:52:51,0,100,1168,1,2024-11-02 18:52:51,R_5RvWk3cGITThFs1,anonymous,EN,1,1,2,2,Anonymized,,0,0,0,0,0,0,0,,69,76,60,11,27,8,10,,5,22,0,0,0,0,3,,72,72,6,8,4,7,2,,0,0,0,0,0,0,0.1,,90,78,85,82,72,67,16,,80,84,58,9,6,0,4,,1,22,2,NA,3,NA,1,NA,2,1,0,0,1,Anonymized
2024-11-02 18:49:05,2024-11-02 18:56:51,0,100,466,1,2024-11-02 18:56:52,R_5kM1c0XL5Irltvv,anonymous,EN,1,1,2,2,Anonymized,,50,50,50,50,50,50,0,,94,85,72,70,68,71,3,,62,66,60,63,65,61,1,,83,69,67,67,70,23,1,,64,71,36,67,37,18,2,,99,92,63,88,67,68,4,,50,37,60,66,18,33,5,,1,31,2,NA,3,NA,3,NA,2,4,0,0,1,Anonymized
2024-11-02 18:42:24,2024-11-02 18:57:37,0,100,912,1,2024-11-02 18:57:37,R_7f8Eogp2rxPe3Hb,anonymous,EN,1,1,2,2,Anonymized,,0,0,4,3,1,1,10,,34,10,4,3,5,12,5,,3,1,5,3,5,0,0.3,,4,0,0,6,3,4,0.5,,34,56,5,12,12,12,2,,62,77,54,50,61,56,13,,47,36,26,24,18,19,8,,1,29,1,NA,3,NA,5,NA,1,2,13,2,1,Anonymized
2024-11-02 18:46:36,2024-11-02 18:59:58,0,100,801,1,2024-11-02 18:59:59,R_30NpVdWomhrbxta,anonymous,EN,1,1,2,2,Anonymized,,93,86,89,23,87,33,7,,75,92,8,11,15,15,14,,99,100,70,41,15,22,7,,100,100,96,71,37,49,6,,87,29,29,32,26,22,6,,69,92,82,17,15,12,9,,80,90,77,84,74,95,12,,1,26,1,NA,1,NA,4,NA,1,1,12,2,2,Anonymized
2024-11-02 18:51:59,2024-11-02 19:00:28,0,100,508,1,2024-11-02 19:00:28,R_57WYwzFi2BlYKHv,anonymous,EN,1,1,2,2,Anonymized,,50,50,29,0,0,0,1,,25,10,0,0,0,0,21,,30,20,0,0,0,0,3,,90,95,95,0,0,0,30,,0,0,0,0,0,0,0.25,,100,100,100,80,90,90,60,,9,8,0,0,0,0,8,,1,35,1,NA,4,NA,5,NA,1,1,0,0.25,1,Anonymized
2024-11-02 18:49:11,2024-11-02 19:02:51,0,100,820,1,2024-11-02 19:02:52,R_6R01IfL5uW3QBnr,anonymous,EN,1,1,2,2,Anonymized,,9,0,0,0,1,0,1,,30,10,20,0,0,0,3,,100,90,90,60,55,40,10,,74,65,86,41,60,58,2,,20,2,8,0,0,0,1,,100,100,100,88,100,100,15,,85,100,100,30,100,100,4,,1,21,2,NA,"3,6",,4,NA,1,1,1,1,1,Anonymized
2024-11-02 18:50:42,2024-11-02 19:04:08,0,100,806,1,2024-11-02 19:04:09,R_3UbUEkTzYKMgN4v,anonymous,EN,1,1,2,2,Anonymized,,0,0,0,0,0,0,0,,100,100,100,100,100,100,20,,100,100,25,0,25,0,6,,100,100,70,50,50,20,8,,45,60,0,0,0,0,0.05,,100,100,100,100,100,100,156,,100,100,100,75,75,75,4,N/A,1,44,1,NA,3,NA,3,NA,3,4,0,0,1,Anonymized
2024-11-02 19:02:07,2024-11-02 19:10:57,0,100,530,1,2024-11-02 19:10:58,R_7ZUZdZeE4F6dFOE,anonymous,EN,1,1,2,2,Anonymized,,10,0,0,0,0,0,1,,100,100,100,0,70,20,14,,0,0,0,0,0,0,15,,61,28,61,0,0,0,1,,12,0,10,0,0,0,1,,100,70,100,0,100,81,50,,60,20,20,0,0,0,5,,1,29,2,NA,"2,3",NA,5,NA,2,4,12,0,1,Anonymized
2024-11-02 19:11:12,2024-11-02 19:16:39,0,100,327,1,2024-11-02 19:16:40,R_3azBQto2XpejoGq,anonymous,EN,1,1,2,2,Anonymized,,16,1,77,8,18,24,0,,94,88,90,7,69,36,30,,80,26,77,19,66,39,44,,8,26,0,0,0,17,10,,81,32,69,0,19,10,0,,100,100,100,32,82,100,40,,100,89,72,34,80,69,30,,1,18,1,NA,3,NA,3,NA,2,2,3,4,1,Anonymized
2024-11-02 18:52:31,2024-11-02 19:17:38,0,100,1507,1,2024-11-02 19:17:39,R_61SghpCEfaBCYQZ,anonymous,EN,1,1,2,2,Anonymized,,60,30,10,20,0,0,3.5,,95,100,50,35,80,80,7,,0,0,0,0,0,0,80,,86,60,0,0,0,15,14,,95,70,71,0,40,70,21,,85,75,100,40,60,55,14,,75,50,10,0,30,0,7,,1,31,1,NA,1,NA,4,NA,2,1,10,1,1,Anonymized
2024-11-02 19:21:10,2024-11-02 19:22:00,0,100,49,1,2024-11-02 19:22:00,R_50kJBdf5ZdAue7I,anonymous,EN,1,1,1,2,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized
2024-11-02 19:19:39,2024-11-02 19:27:43,0,100,484,1,2024-11-02 19:27:43,R_5KJ9r4HzVxqK4Vq,anonymous,EN,1,1,2,2,Anonymized,,8,3,0,0,0,0,1,,4,6,7,5,5,5,5,,23,22,35,1,5,15,30,,62,70,4,0,6,1,10,,22,4,3,3,2,4,1,,93,95,100,70,88,76,45,,59,60,65,10,8,9,5,,1,24,1,NA,3,NA,1,NA,2,1,0,0,1,Anonymized
2024-11-02 19:22:01,2024-11-02 19:28:38,0,100,397,1,2024-11-02 19:28:39,R_5fptgUl95Amqi1X,anonymous,EN,1,1,2,2,Anonymized,,50,50,0,0,0,0,1,,85,90,15,0,20,0,7,,10,10,0,0,0,0,1,,71,70,20,0,0,0,5,,75,75,30,0,10,0,1,,100,100,100,75,85,85,70,,65,65,20,0,0,0,7,N/A,1,26,2,NA,3,NA,5,NA,2,1,4,1,1,Anonymized
2024-11-02 19:24:10,2024-11-02 19:30:28,0,100,378,1,2024-11-02 19:30:29,R_3Zfashn06nE2LAd,anonymous,EN,0.8999999761581421,1,2,2,Anonymized,,54,56,0,0,0,0,4,,88,5,0,0,0,0,2,,0,0,0,0,0,0,1,,62,0,0,0,0,0,2,,0,0,0,0,0,0,0,,100,79,100,34,100,64,3,,4,46,0,0,0,0,7,,1,19,2,NA,3,NA,3,NA,1,3,24,1,1,Anonymized
2024-11-02 19:31:46,2024-11-02 19:38:06,0,100,380,1,2024-11-02 19:38:07,R_6GLjdlnzshhEZXz,anonymous,EN,1,1,2,2,Anonymized,,89,73,34,71,62,66,6,,65,73,82,79,59,38,8,,41,51,32,70,42,30,4,,22,32,14,27,32,38,5,,86,71,66,43,67,35,6,,79,71,100,85,97,94,15,,63,78,33,39,81,34,45,,1,22,2,NA,2,NA,4,NA,2,1,12,6,1,Anonymized
2024-11-02 19:38:15,2024-11-02 19:39:01,0,100,45,1,2024-11-02 19:39:02,R_7l05bOsJKWkhK6R,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized
2024-11-02 19:23:21,2024-11-02 19:40:24,0,100,1023,1,2024-11-02 19:40:24,R_7tAANtHyUCUGiZj,anonymous,EN,1,1,2,2,Anonymized,,95,96,100,100,100,100,15,,50,50,50,50,50,50,6,,70,71,77,77,77,73,4,,100,100,90,80,90,89,10,,75,74,83,77,82,85,15,,100,100,96,96,92,86,13,,89,85,77,86,69,83,10,,1,50,2,NA,1,NA,5,NA,1,1,10,4,1,Anonymized
2024-11-02 19:41:41,2024-11-02 19:44:01,0,100,140,1,2024-11-02 19:44:02,R_6ydMWhDCjkySZrC,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized
2024-11-02 19:36:54,2024-11-02 19:46:05,0,100,551,1,2024-11-02 19:46:06,R_75TwjG5ItuduSHT,anonymous,EN,1,1,2,2,Anonymized,,19,20,0,0,0,0,1,,69,68,59,0,0,0,4,,75,77,81,79,66,40,10,,91,92,64,61,40,40,10,,38,39,41,0,0,0,1,,100,100,100,100,100,100,30,,93,93,93,73,72,73,15,,1,22,1,NA,3,NA,3,NA,3,4,3,1,1,Anonymized
2024-11-02 19:14:08,2024-11-02 19:46:58,0,100,1970,1,2024-11-02 19:46:59,R_1lS0ua3SqNggH7e,anonymous,EN,1,1,2,2,Anonymized,,91,70,0,0,0,0,30,,100,100,0,0,0,0,50,,0,0,0,0,0,0,5,,100,100,0,0,0,0,5,,81,81,0,0,0,0,10,,100,95,50,0,0,0,20,,100,100,0,0,0,0,10,,1,38,2,NA,3,NA,4,NA,2,1,18,50,2,Anonymized
2024-11-02 19:37:13,2024-11-02 19:50:26,0,100,793,1,2024-11-02 19:50:27,R_7EIBL9GaWMfWTgR,anonymous,EN,1,1,2,2,Anonymized,,75,79,73,79,63,64,6,,53,76,72,69,73,72,10,,66,68,76,69,72,71,4,,68,68,78,69,72,73,12,,73,69,80,77,76,71,7,,100,97,89,85,88,92,20,,79,76,84,63,84,71,6,,1,38,1,NA,1,NA,4,NA,2,1,8,4,2,Anonymized
2024-11-02 19:25:15,2024-11-02 19:55:45,0,100,1829,1,2024-11-02 19:55:46,R_1CtYwXbW4DF1WVP,anonymous,EN,1,1,2,2,Anonymized,,99,100,90,96,96,94,15,,92,98,86,92,87,84,15,,100,100,100,74,96,100,12,,49,50,50,50,50,50,5,,100,100,100,100,100,100,8,,100,100,100,100,100,100,20,,90,90,92,90,84,89,10,,1,43,2,NA,1,NA,5,NA,2,1,12,3,1,Anonymized
2024-11-02 19:51:52,2024-11-02 20:00:14,0,100,502,1,2024-11-02 20:00:15,R_3HakBS90nqlFRxT,anonymous,EN,1,1,2,2,Anonymized,,100,100,75,78,70,44,14,,63,71,0,0,3,0,2,,52,56,7,4,12,18,0,,59,65,10,4,14,3,8,,64,76,0,0,0,23,1,,75,69,87,42,53,46,1,,80,65,21,12,7,30,10,,1,19,1,NA,2,NA,3,NA,1,3,2,2,1,Anonymized
2024-11-02 19:54:39,2024-11-02 20:01:47,0,100,427,1,2024-11-02 20:01:48,R_1gHAr93zh0XsDF1,anonymous,EN,1,1,2,2,Anonymized,,65,60,6,10,11,0,1,,0,0,0,0,0,0,10,,16,85,8,1,6,0,2,,100,100,100,70,100,85,4,,79,65,2,0,0,0,1,,100,100,100,100,100,100,7,,63,58,12,0,0,0,0,,1,24,2,NA,3,NA,1,NA,1,2,20,1,1,Anonymized
2024-11-02 19:42:25,2024-11-02 20:05:11,0,100,1365,1,2024-11-02 20:05:11,R_7n9DnhQE2Rr9zWG,anonymous,EN,1,1,2,2,Anonymized,,100,100,100,100,100,100,7,,82,90,88,87,92,98,10,,85,87,81,77,75,82,5,,100,100,100,100,100,100,10,,100,100,100,100,99,100,10,,100,100,100,100,98,100,16,,100,99,100,100,100,100,10,,1,52,1,NA,1,NA,5,NA,1,1,15,4,1,Anonymized
2024-11-02 20:08:59,2024-11-02 20:09:15,0,100,16,1,2024-11-02 20:09:16,R_3qXpuKOpYHWHlYF,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized
2024-11-02 19:59:33,2024-11-02 20:11:22,0,100,709,1,2024-11-02 20:11:23,R_1QMuSEsm5F759i1,anonymous,EN,1,1,2,2,Anonymized,,70,58,63,25,13,3,2,,100,54,69,0,20,0,1,,94,29,63,12,0,9,2,,75,61,13,0,0,0,6,,72,7,0,0,0,0,2,,100,100,100,9,85,73,10,,66,0,62,5,0,0,4,,1,26,1,NA,1,NA,4,NA,2,4,1,1,1,Anonymized
2024-11-02 20:07:25,2024-11-02 20:17:02,0,100,577,1,2024-11-02 20:17:03,R_6Dkb0hNHpNWmBPx,anonymous,EN,1,1,2,2,Anonymized,,86,33,72,0,22,34,2,,74,73,95,31,36,35,32,,65,37,69,42,37,36,2,,73,80,82,60,68,38,20,,81,62,66,39,33,11,15,,99,99,100,99,100,100,155,,97,100,80,69,43,34,40,,1,20,2,NA,4,NA,3,NA,1,1,0,2,1,Anonymized
2024-11-02 20:12:05,2024-11-02 20:18:45,0,100,399,1,2024-11-02 20:18:46,R_60OkTBYov3xPZAz,anonymous,EN,1,1,2,2,Anonymized,,72,70,66,76,72,26,1.25,,87,78,68,23,26,31,4,,97,85,68,84,74,78,10,,93,86,89,61,72,63,5,,81,71,88,82,82,73,1.5,,100,100,100,100,100,100,18,,87,78,82,30,30,35,12,,1,43,1,NA,3,NA,5,NA,3,1,6,1.25,1,Anonymized
2024-11-02 20:11:48,2024-11-02 20:19:23,0,100,455,1,2024-11-02 20:19:24,R_7HkLV2R6PWpokd2,anonymous,EN,1,1,2,2,Anonymized,,100,82,16,0,1,0,5,,100,100,67,0,0,0,4,,100,100,80,13,0,0,2,,71,61,0,0,0,0,1,,93,90,0,0,0,0,2,,100,100,100,82,100,50,60,,100,100,100,17,5,9,10,,1,65,2,NA,3,NA,4,NA,2,1,6,1,1,Anonymized
2024-11-02 20:14:51,2024-11-02 20:22:45,0,100,473,1,2024-11-02 20:22:45,R_7dSCR41HufIdBeC,anonymous,EN,1,1,2,2,Anonymized,,0,0,0,0,0,0,0,,50,82,80,0,0,0,7,,0,0,0,0,0,0,7,,0,0,0,0,0,0,0,,20,20,0,0,0,0,1,,100,0,100,0,50,0,40,,20,20,0,0,0,0,10,,1,55,2,NA,3,NA,5,NA,2,4,1,0,1,Anonymized
2024-11-02 20:13:13,2024-11-02 20:24:15,0,100,661,1,2024-11-02 20:24:15,R_1KvdR5vTgRFhIHx,anonymous,EN,1,1,2,2,Anonymized,,35,20,0,0,5,0,3,,50,40,0,30,59,50,5,,100,72,60,30,50,50,1,,100,50,30,25,40,40,2,,0,20,0,0,0,0,0.15,,100,0,100,55,90,50,100,,50,30,5,10,15,5,2,,1,55,2,NA,3,NA,5,NA,3,3,12,0.30,1,Anonymized
2024-11-02 20:03:15,2024-11-02 20:24:36,0,100,1280,1,2024-11-02 20:24:36,R_7t9ZaJXRPiBUE1z,anonymous,EN,1,1,2,2,Anonymized,,100,71,0,0,0,0,6,,46,0,0,0,0,0,12,,57,0,0,0,0,0,3,,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,,100,100,100,77,77,0,72,,82,50,50,0,0,0,10,N/A,1,46,2,NA,3,NA,4,NA,3,4,0,2,1,Anonymized
2024-11-02 20:11:18,2024-11-02 20:30:09,0,100,1131,1,2024-11-02 20:30:10,R_3LCi3JhbUJqnqjn,anonymous,EN,1,1,2,2,Anonymized,,65,70,5,5,10,5,3,,75,85,60,10,20,15,12,,20,31,20,0,0,0,12,,80,70,70,5,10,10,8,,10,10,5,0,0,0,2,,100,100,100,80,90,90,32,,90,75,85,15,30,15,14,,1,29,2,NA,3,NA,1,NA,1,4,3,2,1,Anonymized
