"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q_RecaptchaScore","consent","att_1","att_2","prolific_id","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","prolific_id_anon"
"770","2024-01-30 16:56:25","2024-01-30 16:58:17","IP Address","100","112","True","2024-01-30 16:58:17","R_5VaFWMhFzel28HT","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",5799,"no","yes","yes","yes","yes","yes","yes","yes","no",5799
"771","2024-01-30 16:57:33","2024-01-30 16:58:20","IP Address","100","46","True","2024-01-30 16:58:20","R_3pAoYUancWtwjmR","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",531,"yes","yes","yes","yes","yes","yes","yes","yes","no",531
"772","2024-01-30 16:56:21","2024-01-30 16:58:20","IP Address","100","119","True","2024-01-30 16:58:21","R_3PyPfeDtOPKHshL","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Green",1,"","","","","","","","","",1
"773","2024-01-30 16:57:04","2024-01-30 16:58:21","IP Address","100","77","True","2024-01-30 16:58:22","R_3gRwXyAqG6AjNwy","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",2404,"yes","no","yes","yes","no","yes","yes","no","no",2404
"774","2024-01-30 16:57:35","2024-01-30 16:58:21","IP Address","100","46","True","2024-01-30 16:58:22","R_1noJWVBDIcZKbJf","anonymous","EN","1","I agree to participate in this study","Paul","Purple",1697,"yes","yes","yes","yes","yes","yes","yes","yes","no",1697
"775","2024-01-30 16:57:09","2024-01-30 16:58:22","IP Address","100","73","True","2024-01-30 16:58:22","R_5XgnRJAF86grrLC","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",4556,"yes","yes","yes","yes","no","yes","yes","no","no",4556
"776","2024-01-30 16:57:15","2024-01-30 16:58:26","IP Address","100","71","True","2024-01-30 16:58:26","R_5pKk4nozQWuc07f","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",2410,"yes","yes","yes","yes","yes","yes","yes","no","no",2410
"777","2024-01-30 16:57:55","2024-01-30 16:58:28","IP Address","100","33","True","2024-01-30 16:58:29","R_3hGoVB9XSc2cpB9","anonymous","EN","1","I agree to participate in this study","Paul","Purple",3969,"yes","no","no","yes","yes","yes","yes","no","no",3969
"778","2024-01-30 16:57:56","2024-01-30 16:58:29","IP Address","100","33","True","2024-01-30 16:58:30","R_31YfYSnYJLA4Vat","anonymous","EN","1","I agree to participate in this study","Paul","Purple",4929,"yes","yes","yes","yes","no","yes","yes","yes","no",4929
"779","2024-01-30 16:57:26","2024-01-30 16:58:31","IP Address","100","64","True","2024-01-30 16:58:31","R_6wNMxvB2P2X5BKR","anonymous","EN","1","I agree to participate in this study","Paul","Purple",5866,"yes","yes","no","yes","no","yes","yes","no","no",5866
"780","2024-01-30 16:57:45","2024-01-30 16:58:34","IP Address","100","48","True","2024-01-30 16:58:34","R_6nTJVF8SBu2aBlk","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",5094,"yes","no","no","yes","no","no","yes","no","no",5094
"781","2024-01-30 16:56:54","2024-01-30 16:58:36","IP Address","100","102","True","2024-01-30 16:58:36","R_7C2QXLqhBcKcA20","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",1195,"no","yes","no","no","no","no","yes","no","no",1195
"782","2024-01-30 16:57:58","2024-01-30 16:58:38","IP Address","100","39","True","2024-01-30 16:58:38","R_6dlFMsuIlGkmDLB","anonymous","EN","1","I agree to participate in this study","Paul","Purple",2667,"yes","yes","no","yes","yes","yes","yes","no","no",2667
"783","2024-01-30 16:57:57","2024-01-30 16:58:41","IP Address","100","44","True","2024-01-30 16:58:42","R_1FCEgiQQrEEsiD4","anonymous","EN","1","I agree to participate in this study","Paul","Purple",6220,"yes","yes","yes","yes","yes","no","yes","yes","no",6220
"784","2024-01-30 16:55:30","2024-01-30 16:58:41","IP Address","100","191","True","2024-01-30 16:58:42","R_17dlv65DEEKMDqJ","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",752,"yes","yes","no","yes","yes","yes","yes","yes","yes",752
"785","2024-01-30 16:57:53","2024-01-30 16:58:46","IP Address","100","53","True","2024-01-30 16:58:47","R_3KjInrAQzya5VDP","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",342,"no","yes","no","no","no","no","yes","yes","no",342
"786","2024-01-30 16:57:37","2024-01-30 16:58:55","IP Address","100","78","True","2024-01-30 16:58:55","R_6HFzlZOHgl1fDpl","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",1550,"yes","yes","no","yes","no","no","yes","no","no",1550
"787","2024-01-30 16:58:19","2024-01-30 16:58:59","IP Address","100","40","True","2024-01-30 16:59:00","R_1GDePberlEafmds","anonymous","EN","1","I agree to participate in this study","Paul","Purple",4876,"yes","no","no","no","no","no","yes","no","no",4876
"788","2024-01-30 16:57:55","2024-01-30 16:59:12","IP Address","100","76","True","2024-01-30 16:59:13","R_6R8AS6jJrB6ucRG","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",6015,"no","yes","no","yes","no","yes","yes","no","no",6015
"789","2024-01-30 16:58:40","2024-01-30 16:59:21","IP Address","100","41","True","2024-01-30 16:59:22","R_54zK02k1PTUCa8t","anonymous","EN","0.699999988079071","I agree to participate in this study","Paul","Purple",5362,"no","no","no","no","no","no","no","no","no",5362
"790","2024-01-30 16:58:09","2024-01-30 16:59:24","IP Address","100","75","True","2024-01-30 16:59:25","R_1xRyaLcW49zGzmb","anonymous","EN","1","I agree to participate in this study","Paul","Purple",4124,"no","yes","no","yes","yes","yes","yes","no","no",4124
"791","2024-01-30 16:58:27","2024-01-30 16:59:39","IP Address","100","71","True","2024-01-30 16:59:40","R_1gxj2p4P8asN3Nv","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",141,"yes","no","no","yes","yes","yes","yes","yes","yes",141
"792","2024-01-30 16:58:53","2024-01-30 16:59:40","IP Address","100","46","True","2024-01-30 16:59:40","R_5m2nsC25JdRE2IS","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",3521,"yes","no","yes","no","no","no","yes","no","no",3521
"793","2024-01-30 16:58:51","2024-01-30 16:59:42","IP Address","100","50","True","2024-01-30 16:59:42","R_3kG6MLQhEi8GPy1","anonymous","EN","1","I agree to participate in this study","Paul","Purple",6900,"yes","yes","no","yes","yes","yes","yes","no","no",6900
"794","2024-01-30 16:58:16","2024-01-30 16:59:42","IP Address","100","86","True","2024-01-30 16:59:43","R_5CapCpVnbfw7qwN","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",6480,"no","no","no","no","yes","yes","yes","no","no",6480
"795","2024-01-30 16:59:09","2024-01-30 16:59:43","IP Address","100","34","True","2024-01-30 16:59:43","R_3KHRiCgf7N8lnBT","anonymous","EN","1","I agree to participate in this study","Paul","Purple",3176,"yes","no","no","yes","no","no","yes","no","no",3176
"796","2024-01-30 16:57:59","2024-01-30 16:59:43","IP Address","100","104","True","2024-01-30 16:59:43","R_62lBiiKrkKsWrpT","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",1633,"yes","no","no","no","yes","yes","yes","no","no",1633
"797","2024-01-30 16:59:05","2024-01-30 16:59:45","IP Address","100","39","True","2024-01-30 16:59:46","R_70jlCQsQfuAKW1w","anonymous","EN","1","I agree to participate in this study","Paul","Purple",2868,"yes","no","no","yes","yes","yes","no","yes","no",2868
"798","2024-01-30 16:59:04","2024-01-30 16:59:53","IP Address","100","48","True","2024-01-30 16:59:53","R_391cttfcJEJm3W1","anonymous","EN","1","I agree to participate in this study","Paul","Purple",739,"yes","yes","no","yes","yes","yes","yes","yes","no",739
"799","2024-01-30 16:59:17","2024-01-30 16:59:58","IP Address","100","41","True","2024-01-30 16:59:58","R_3zgOBlXVSAbe9aN","anonymous","EN","0.8999999761581421","I do NOT agree to participate in this study","","",1,"","","","","","","","","",1
"800","2024-01-30 16:57:43","2024-01-30 17:00:11","IP Address","100","147","True","2024-01-30 17:00:11","R_7Lqx87RFuqT1Y52","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",2338,"yes","yes","no","yes","yes","yes","yes","no","no",2338
"801","2024-01-30 16:59:14","2024-01-30 17:00:11","IP Address","100","57","True","2024-01-30 17:00:12","R_6uR4WYgm8VzP7kC","anonymous","EN","1","I agree to participate in this study","Paul","Purple",2359,"yes","yes","no","yes","no","yes","yes","yes","no",2359
"802","2024-01-30 16:58:41","2024-01-30 17:00:13","IP Address","100","91","True","2024-01-30 17:00:13","R_1rYX2V7JTydYrCQ","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",6958,"yes","yes","yes","yes","yes","yes","yes","yes","yes",6958
"803","2024-01-30 16:59:25","2024-01-30 17:00:15","IP Address","100","50","True","2024-01-30 17:00:16","R_7Q8nCpsZemVwdLr","anonymous","EN","0.6000000238418579","I agree to participate in this study","Paul","Purple",7206,"yes","yes","no","yes","yes","yes","yes","yes","no",7206
"804","2024-01-30 16:59:11","2024-01-30 17:00:17","IP Address","100","65","True","2024-01-30 17:00:17","R_7myCxRUjRA8qYok","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",5665,"yes","yes","no","yes","yes","yes","yes","no","no",5665
"805","2024-01-30 16:59:08","2024-01-30 17:00:18","IP Address","100","70","True","2024-01-30 17:00:19","R_6eznekEiXuuyyWt","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",64,"no","no","no","yes","no","yes","yes","no","no",64
"806","2024-01-30 16:59:35","2024-01-30 17:00:21","IP Address","100","45","True","2024-01-30 17:00:21","R_3MfCVklpxEdp6Bf","anonymous","EN","1","I agree to participate in this study","Paul","Purple",1719,"yes","yes","no","yes","yes","yes","yes","yes","no",1719
"807","2024-01-30 16:58:33","2024-01-30 17:00:26","IP Address","100","112","True","2024-01-30 17:00:27","R_6CrutskL8vQSGpE","anonymous","EN","1","I agree to participate in this study","Paul","Purple",6157,"yes","no","yes","yes","yes","yes","yes","no","no",6157
"808","2024-01-30 16:58:56","2024-01-30 17:00:29","IP Address","100","93","True","2024-01-30 17:00:30","R_5fmhxAIIKj7swfr","anonymous","EN","1","I agree to participate in this study","Paul","Purple",705,"no","no","no","yes","no","no","yes","no","no",705
"809","2024-01-30 16:59:41","2024-01-30 17:00:32","IP Address","100","51","True","2024-01-30 17:00:33","R_7OOQoH8YePEXwhI","anonymous","EN","1","I agree to participate in this study","Paul","Purple",7236,"yes","yes","no","yes","no","yes","yes","no","no",7236
"810","2024-01-30 16:59:33","2024-01-30 17:00:33","IP Address","100","60","True","2024-01-30 17:00:34","R_5pPmzVvqUegEgKK","anonymous","EN","0.8999999761581421","I agree to participate in this study","John","Purple",1,"","","","","","","","","",1
"811","2024-01-30 17:00:19","2024-01-30 17:00:35","IP Address","100","16","True","2024-01-30 17:00:36","R_5N2koDHACVqcRNn","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Green",1,"","","","","","","","","",1
"812","2024-01-30 16:59:22","2024-01-30 17:00:36","IP Address","100","73","True","2024-01-30 17:00:36","R_5SkUh35R9U1DHy1","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",1294,"no","no","no","no","no","no","no","no","no",1294
"813","2024-01-30 16:58:56","2024-01-30 17:00:49","IP Address","100","113","True","2024-01-30 17:00:49","R_1j27nHNXZ2UkMnP","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",6175,"no","no","no","yes","no","no","yes","no","no",6175
"814","2024-01-30 16:59:26","2024-01-30 17:00:55","IP Address","100","89","True","2024-01-30 17:00:56","R_6178rm4Z7r51Jd4","anonymous","EN","1","I agree to participate in this study","Paul","Purple",1184,"yes","yes","yes","yes","yes","yes","yes","no","no",1184
"815","2024-01-30 16:59:08","2024-01-30 17:01:00","IP Address","100","112","True","2024-01-30 17:01:01","R_6QLPh29NVzhPuhR","anonymous","EN","1","I agree to participate in this study","Paul","Purple",7025,"yes","yes","yes","no","no","yes","yes","no","no",7025
"816","2024-01-30 17:00:09","2024-01-30 17:01:07","IP Address","100","58","True","2024-01-30 17:01:08","R_6dyTP39uJIObCHx","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",5054,"yes","yes","yes","yes","yes","yes","yes","no","no",5054
"817","2024-01-30 16:59:31","2024-01-30 17:01:12","IP Address","100","101","True","2024-01-30 17:01:13","R_3lv1bCWWEPxbqKp","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",572,"yes","no","no","no","no","no","yes","no","no",572
"818","2024-01-30 16:59:54","2024-01-30 17:01:17","IP Address","100","82","True","2024-01-30 17:01:17","R_5pRM0dPvfOqcPTj","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",1576,"no","yes","no","yes","no","no","yes","no","no",1576
"819","2024-01-30 16:59:53","2024-01-30 17:01:18","IP Address","100","85","True","2024-01-30 17:01:18","R_7zZPNpJMhDRepny","anonymous","EN","1","I agree to participate in this study","Paul","Purple",6321,"yes","yes","no","yes","yes","no","yes","no","no",6321
"820","2024-01-30 16:57:49","2024-01-30 17:01:21","IP Address","100","212","True","2024-01-30 17:01:22","R_1ZVbH0vLcuRqQAR","anonymous","EN","1","I agree to participate in this study","Paul","Purple",3771,"yes","yes","yes","yes","yes","yes","yes","no","no",3771
"821","2024-01-30 16:59:53","2024-01-30 17:01:24","IP Address","100","91","True","2024-01-30 17:01:25","R_77qcRDYpsaMYhXV","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",6952,"yes","yes","no","yes","yes","yes","yes","no","no",6952
"822","2024-01-30 16:59:58","2024-01-30 17:01:25","IP Address","100","86","True","2024-01-30 17:01:25","R_6Y4Qer88EDEgFQB","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",2779,"yes","yes","no","yes","yes","yes","yes","yes","yes",2779
"823","2024-01-30 17:00:00","2024-01-30 17:01:26","IP Address","100","86","True","2024-01-30 17:01:27","R_37BQIcpMSbSSwqU","anonymous","EN","1","I agree to participate in this study","Paul","Purple",117,"yes","yes","no","yes","yes","yes","yes","no","no",117
"824","2024-01-30 17:00:13","2024-01-30 17:01:34","IP Address","100","81","True","2024-01-30 17:01:35","R_73kj1PNGuDDsTsp","anonymous","EN","0.699999988079071","I agree to participate in this study","Paul","Purple",6969,"yes","yes","no","yes","no","yes","yes","no","no",6969
"825","2024-01-30 17:00:22","2024-01-30 17:01:36","IP Address","100","73","True","2024-01-30 17:01:36","R_5OqcjFOE4trrWHg","anonymous","EN","0.800000011920929","I agree to participate in this study","Paul","Purple",2320,"yes","yes","yes","yes","yes","yes","yes","yes","no",2320
"826","2024-01-30 17:00:38","2024-01-30 17:01:38","IP Address","100","60","True","2024-01-30 17:01:38","R_6DuXIlUMmbdON4Y","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",2650,"yes","yes","yes","yes","yes","yes","yes","yes","no",2650
"827","2024-01-30 17:00:40","2024-01-30 17:01:41","IP Address","100","61","True","2024-01-30 17:01:42","R_5VwOcBQl5jktWk9","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",4852,"yes","no","no","no","no","no","no","no","no",4852
"828","2024-01-30 17:00:52","2024-01-30 17:01:44","IP Address","100","52","True","2024-01-30 17:01:45","R_5CeReYq4XVlU2Tx","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",2692,"yes","yes","no","no","yes","no","yes","no","no",2692
"829","2024-01-30 16:58:57","2024-01-30 17:01:54","IP Address","100","177","True","2024-01-30 17:01:55","R_6YFg4ZGhrRrJozi","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",6095,"yes","yes","no","yes","yes","yes","yes","no","no",6095
"830","2024-01-30 17:00:49","2024-01-30 17:01:56","IP Address","100","67","True","2024-01-30 17:01:57","R_7hhFTcl1nmnoRNQ","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",5917,"yes","yes","yes","yes","yes","yes","yes","yes","yes",5917
"831","2024-01-30 17:00:48","2024-01-30 17:02:07","IP Address","100","78","True","2024-01-30 17:02:07","R_5AdPzC698B5HrlD","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",900,"yes","yes","no","yes","no","yes","yes","no","no",900
"832","2024-01-30 17:01:14","2024-01-30 17:02:09","IP Address","100","55","True","2024-01-30 17:02:10","R_1vdFz1wXzWbcBDr","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",6080,"yes","yes","yes","yes","no","yes","yes","yes","yes",6080
"833","2024-01-30 17:00:47","2024-01-30 17:02:12","IP Address","100","84","True","2024-01-30 17:02:13","R_6uUJ2PuYEQLao89","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",7194,"yes","yes","yes","yes","yes","yes","yes","yes","yes",7194
"834","2024-01-30 17:00:54","2024-01-30 17:02:13","IP Address","100","78","True","2024-01-30 17:02:13","R_79whVYUOBf1Psdj","anonymous","EN","1","I agree to participate in this study","Paul","Purple",6430,"yes","no","no","yes","yes","yes","no","no","no",6430
"835","2024-01-30 17:01:56","2024-01-30 17:02:13","IP Address","100","16","True","2024-01-30 17:02:13","R_5axnKkJ2eZcdf4l","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Green",1,"","","","","","","","","",1
"836","2024-01-30 17:01:11","2024-01-30 17:02:14","IP Address","100","62","True","2024-01-30 17:02:15","R_1l9p3hifOrin7ky","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",7269,"no","no","yes","yes","yes","yes","yes","yes","no",7269
"837","2024-01-30 17:01:16","2024-01-30 17:02:16","IP Address","100","59","True","2024-01-30 17:02:16","R_7QXxXKwazYIepqF","anonymous","EN","1","I agree to participate in this study","Paul","Purple",7093,"yes","yes","no","no","yes","yes","yes","no","no",7093
"838","2024-01-30 17:01:45","2024-01-30 17:02:21","IP Address","100","35","True","2024-01-30 17:02:21","R_6yVC87LCanfM2Xv","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",1377,"yes","yes","no","no","yes","yes","yes","no","no",1377
"839","2024-01-30 17:01:52","2024-01-30 17:02:38","IP Address","100","46","True","2024-01-30 17:02:39","R_3UXFp10auEZubXv","anonymous","EN","1","I agree to participate in this study","Paul","Purple",685,"yes","yes","no","no","no","no","yes","no","no",685
"840","2024-01-30 16:58:36","2024-01-30 17:02:42","IP Address","100","246","True","2024-01-30 17:02:43","R_1S3b7tAaBQOeEPn","anonymous","EN","1","I agree to participate in this study","Paul","Purple",5798,"no","no","no","no","no","no","yes","no","no",5798
"841","2024-01-30 17:01:46","2024-01-30 17:02:47","IP Address","100","60","True","2024-01-30 17:02:48","R_5Ycdzk6GwJpBEwE","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",7520,"yes","yes","no","yes","no","yes","no","no","no",7520
"842","2024-01-30 17:02:35","2024-01-30 17:02:50","IP Address","100","15","True","2024-01-30 17:02:51","R_6gGf7OeCGmeDXgc","anonymous","EN","1","I agree to participate in this study","John","Purple",1,"","","","","","","","","",1
"843","2024-01-30 17:01:50","2024-01-30 17:02:52","IP Address","100","62","True","2024-01-30 17:02:53","R_7Po9QxPJwa3BAYG","anonymous","EN","1","I agree to participate in this study","Paul","Purple",5915,"yes","yes","yes","yes","no","yes","yes","no","no",5915
"844","2024-01-30 16:57:35","2024-01-30 17:03:00","IP Address","100","325","True","2024-01-30 17:03:01","R_5XoraLNXF8oeERH","anonymous","EN","1","I agree to participate in this study","Paul","Purple",219,"yes","no","no","yes","yes","yes","yes","yes","no",219
"845","2024-01-30 17:02:44","2024-01-30 17:03:11","IP Address","100","26","True","2024-01-30 17:03:12","R_6vYc2aDhpo7ePuc","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Green",1,"","","","","","","","","",1
"846","2024-01-30 17:00:50","2024-01-30 17:03:11","IP Address","100","141","True","2024-01-30 17:03:12","R_6Q0hPyLSjkhs67L","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",1397,"no","yes","no","no","no","yes","yes","no","no",1397
"847","2024-01-30 17:02:15","2024-01-30 17:03:13","IP Address","100","58","True","2024-01-30 17:03:14","R_5l0t9crkibkmBQh","anonymous","EN","1","I agree to participate in this study","Paul","Purple",3964,"yes","yes","no","no","yes","yes","yes","yes","no",3964
"848","2024-01-30 17:02:07","2024-01-30 17:03:13","IP Address","100","65","True","2024-01-30 17:03:14","R_1CIOVHNbD4COmUa","anonymous","EN","1","I agree to participate in this study","Paul","Purple",6920,"yes","yes","yes","yes","yes","yes","yes","no","no",6920
"849","2024-01-30 17:02:40","2024-01-30 17:03:16","IP Address","100","36","True","2024-01-30 17:03:17","R_1U0iti7fabdm1vr","anonymous","EN","1","I agree to participate in this study","Paul","Purple",3052,"yes","yes","no","no","no","no","no","no","no",3052
"850","2024-01-30 17:02:05","2024-01-30 17:03:20","IP Address","100","75","True","2024-01-30 17:03:21","R_1ezwMagpOqceH5k","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",5284,"yes","yes","yes","yes","no","yes","yes","no","no",5284
"851","2024-01-30 17:02:54","2024-01-30 17:03:35","IP Address","100","41","True","2024-01-30 17:03:36","R_608lMM716p1mnER","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",4161,"yes","yes","no","yes","no","yes","yes","no","no",4161
"852","2024-01-30 17:02:44","2024-01-30 17:03:40","IP Address","100","55","True","2024-01-30 17:03:41","R_6mlUFXarmCUGhOt","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",2001,"yes","no","no","yes","yes","no","yes","no","no",2001
"853","2024-01-30 17:00:03","2024-01-30 17:03:42","IP Address","100","218","True","2024-01-30 17:03:42","R_5MXVUGhgyGEYXId","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",6457,"yes","yes","yes","yes","yes","yes","yes","yes","yes",6457
"854","2024-01-30 17:02:57","2024-01-30 17:03:45","IP Address","100","47","True","2024-01-30 17:03:45","R_3KItNXibQkuQ3Ki","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",7073,"yes","yes","no","yes","yes","yes","yes","yes","no",7073
"855","2024-01-30 17:03:14","2024-01-30 17:03:58","IP Address","100","43","True","2024-01-30 17:03:59","R_62yXuRKCAFmn8je","anonymous","EN","1","I agree to participate in this study","Paul","Purple",4866,"yes","yes","yes","yes","no","no","yes","no","no",4866
"856","2024-01-30 17:03:26","2024-01-30 17:04:08","IP Address","100","42","True","2024-01-30 17:04:09","R_3IOINQ4GsE3oVBT","anonymous","EN","1","I agree to participate in this study","Paul","Purple",6131,"yes","yes","no","yes","no","yes","no","no","no",6131
"857","2024-01-30 17:02:04","2024-01-30 17:04:09","IP Address","100","125","True","2024-01-30 17:04:10","R_7DKogeUDibLv8s1","anonymous","EN","1","I agree to participate in this study","Paul","Purple",4442,"yes","yes","no","yes","yes","yes","yes","yes","no",4442
"858","2024-01-30 17:03:00","2024-01-30 17:04:15","IP Address","100","74","True","2024-01-30 17:04:16","R_1Sifvg2p44TD4SK","anonymous","EN","0.6000000238418579","I agree to participate in this study","Paul","Purple",1681,"no","no","no","yes","no","no","yes","no","no",1681
"859","2024-01-30 17:03:40","2024-01-30 17:04:19","IP Address","100","38","True","2024-01-30 17:04:19","R_3xEvKo3eBwAbIjf","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",82,"yes","yes","yes","yes","yes","yes","yes","no","no",82
"860","2024-01-30 17:03:29","2024-01-30 17:04:20","IP Address","100","50","True","2024-01-30 17:04:21","R_3ieY6HpLGsN6NL4","anonymous","EN","1","I agree to participate in this study","Paul","Purple",4575,"yes","yes","yes","yes","yes","yes","yes","yes","no",4575
"861","2024-01-30 17:03:21","2024-01-30 17:04:21","IP Address","100","59","True","2024-01-30 17:04:21","R_3ePaZ3y3hvgUuPb","anonymous","EN","1","I agree to participate in this study","Paul","Purple",1342,"yes","yes","yes","yes","yes","no","yes","yes","no",1342
"862","2024-01-30 17:03:32","2024-01-30 17:04:24","IP Address","100","52","True","2024-01-30 17:04:25","R_6C3ZVSCKyvIjB9N","anonymous","EN","1","I agree to participate in this study","Paul","Purple",2396,"yes","yes","yes","yes","yes","yes","yes","no","no",2396
"863","2024-01-30 17:03:18","2024-01-30 17:04:28","IP Address","100","70","True","2024-01-30 17:04:29","R_1BhJQHFq1sVNSIV","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",3048,"no","no","no","no","no","no","no","no","no",3048
"864","2024-01-30 17:02:27","2024-01-30 17:04:29","IP Address","100","122","True","2024-01-30 17:04:30","R_5m7YaBOGRqvcur0","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",6576,"yes","yes","yes","yes","no","no","no","yes","no",6576
"865","2024-01-30 17:03:18","2024-01-30 17:04:31","IP Address","100","73","True","2024-01-30 17:04:32","R_6oJkNlrip4XBGLL","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",5141,"no","yes","yes","yes","no","no","yes","no","no",5141
"866","2024-01-30 17:02:57","2024-01-30 17:04:34","IP Address","100","96","True","2024-01-30 17:04:34","R_6c1UTnxFRwNszMQ","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",7226,"yes","yes","no","yes","yes","yes","yes","no","no",7226
"867","2024-01-30 17:03:17","2024-01-30 17:04:34","IP Address","100","77","True","2024-01-30 17:04:35","R_5wsoF326d7ANruc","anonymous","EN","0.699999988079071","I agree to participate in this study","Paul","Purple",7045,"yes","yes","yes","yes","yes","yes","yes","no","yes",7045
"868","2024-01-30 17:03:24","2024-01-30 17:04:34","IP Address","100","70","True","2024-01-30 17:04:35","R_310JDFmRkeTeqna","anonymous","EN","1","I agree to participate in this study","Paul","Purple",6520,"yes","no","no","yes","no","yes","yes","no","no",6520
"869","2024-01-30 17:03:21","2024-01-30 17:04:34","IP Address","100","73","True","2024-01-30 17:04:37","R_10UJsLbZNecwatV","anonymous","EN","1","I agree to participate in this study","Paul","Purple",6740,"yes","no","no","no","yes","no","yes","no","no",6740
"870","2024-01-30 17:03:15","2024-01-30 17:04:39","IP Address","100","83","True","2024-01-30 17:04:39","R_5HvNH2IS3m0Ubws","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",3297,"yes","yes","yes","no","no","yes","yes","no","no",3297
"871","2024-01-30 17:03:46","2024-01-30 17:04:39","IP Address","100","53","True","2024-01-30 17:04:40","R_6X6a8TwJHLk4oM1","anonymous","EN","1","I agree to participate in this study","Paul","Purple",1220,"yes","yes","no","no","no","yes","yes","yes","yes",1220
"872","2024-01-30 17:03:16","2024-01-30 17:04:43","IP Address","100","86","True","2024-01-30 17:04:43","R_6mxWpMCtKyW9TjB","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",1774,"yes","yes","no","yes","no","yes","yes","no","no",1774
"873","2024-01-30 17:03:55","2024-01-30 17:04:43","IP Address","100","48","True","2024-01-30 17:04:44","R_5zd7Sgx7yvQnUKo","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Green",1,"","","","","","","","","",1
"874","2024-01-30 17:03:51","2024-01-30 17:04:44","IP Address","100","53","True","2024-01-30 17:04:45","R_3q7MCPoOqbAYMMK","anonymous","EN","0.8999999761581421","I agree to participate in this study","Paul","Purple",6754,"yes","no","no","no","no","yes","yes","no","no",6754
