StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,att_1,att_2,prolific_id,value_1_1,value_2_1,mourn_1_1,mourn_2_1,identity_stability_1_1,identity_stability_2_1,app_improvement_1,comp_1,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,edu,edu_8_TEXT,ai_companion_app,gender_rep,relationship_rep,months_rep,hours_rep,subscription_rep,PROLIFIC_PID,change_type,change_prompt
2024-10-07 12:39:06,2024-10-07 12:39:26,0,100,20,1,2024-10-07 12:39:27,R_32PaZnqRaQhsBXW,anonymous,EN,1,1,2,1,66ba08ae50bac2bbfa96393c,,,,,,,,,,,,,,,,,,,,,,66ba08ae50bac2bbfa96393c,,
2024-10-07 12:36:34,2024-10-07 12:41:00,0,100,266,1,2024-10-07 12:41:02,R_7Y7nv8Kwv0MNOmZ,anonymous,EN,1,1,2,2,655fb05bd8d6122663485f8f,0,0,0,0,0,0,70,1,35,2,,1,,4,,Eva,2,1,12,0.25,1,655fb05bd8d6122663485f8f,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 12:41:11,2024-10-07 12:44:40,0,100,208,1,2024-10-07 12:44:40,R_7nxdICnD9IQHERh,anonymous,EN,1,1,2,2,56c15833eb5b22000d5babba,20,50,7,10,60,30,90,3,35,4,agender,3,,4,,ChatGPT,3,3,12,0,1,56c15833eb5b22000d5babba,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 12:39:02,2024-10-07 12:44:46,0,100,343,1,2024-10-07 12:44:46,R_7IBQ6Rs8pfoxNAZ,anonymous,EN,1,1,2,2,67006dbace938ada0f34d57a,4,5,0,0,16,0,95,1,20,2,,3,,8,Some high school,character ai,1,2,9,1,1,67006dbace938ada0f34d57a,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 12:38:09,2024-10-07 12:45:05,0,100,416,1,2024-10-07 12:45:05,R_1yWLfAUZRjrIT05,anonymous,EN,1,1,2,2,66697389010e3b90d60ae8aa,76,69,67,47,38,67,82,2,33,1,,4,,3,,"Gemini ",1,1,0,1,2,66697389010e3b90d60ae8aa,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 12:32:01,2024-10-07 12:45:25,0,100,804,1,2024-10-07 12:45:26,R_5rUU95Gh9udJFqC,anonymous,EN,1,1,2,2,656373479216e3f40fcd177d,61,73,15,58,68,69,64,2,45,2,,1,,2,,I have not used AI,2,4,0,0,1,656373479216e3f40fcd177d,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 12:45:25,2024-10-07 12:47:44,0,100,138,1,2024-10-07 12:47:44,R_5yR113vC6eisky5,anonymous,EN,1,1,2,2,669e00bdd09e6be3ddcaf76e,0,50,0,0,0,0,100,2,21,2,,3,,1,,chatgpt,3,3,1,0,1,669e00bdd09e6be3ddcaf76e,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 12:45:04,2024-10-07 12:48:10,0,100,186,1,2024-10-07 12:48:10,R_6WE0w4bpbk5qzAd,anonymous,EN,1,1,2,2,5d9bb59af21e060016b0584b,0,0,0,0,0,0,50,1,41,1,,3,,4,,Character ai,1,3,2,1,1,5d9bb59af21e060016b0584b,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 12:41:55,2024-10-07 12:48:26,0,100,390,1,2024-10-07 12:48:26,R_1KvxY7s4RobVpi1,anonymous,EN,1,1,2,2,6079fd1b7a4fba956ebbffe7,18,29,20,20,41,19,71,3,26,1,,3,,3,,Polyai,3,4,1,1,1,6079fd1b7a4fba956ebbffe7,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 12:44:27,2024-10-07 12:50:29,0,100,362,1,2024-10-07 12:50:29,R_6OnYRbe8UtKaqlz,anonymous,EN,1,1,2,2,668c3e0bcd20a4a22d1c47ca,30,60,0,0,0,0,100,2,32,1,,2,,5,,Replika,2,4,3,1,1,668c3e0bcd20a4a22d1c47ca,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 12:45:34,2024-10-07 12:50:56,0,100,322,1,2024-10-07 12:50:57,R_5UYq1187m4PlAcL,anonymous,EN,,1,2,2,63f8d1f60a74a7e7fb4febd6,64,65,50,81,75,73,68,1,40,2,,1,,5,,CHATGPT,2,1,14,1,3,63f8d1f60a74a7e7fb4febd6,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 12:47:06,2024-10-07 12:53:39,0,100,393,1,2024-10-07 12:53:40,R_1NWjlksbe7gvptt,anonymous,EN,1,1,2,2,644937030a7868838f1e1b9a,50,51,0,10,90,0,50,3,51,2,,3,,3,,ChatGPT,3,1,6,2,2,644937030a7868838f1e1b9a,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 12:52:10,2024-10-07 12:54:04,0,100,114,1,2024-10-07 12:54:05,R_3usTEg9Bokcc2Qi,anonymous,EN,1,1,2,2,63279085ec65a992cc521187,20,14,19,25,15,24,70,1,29,2,,4,,4,,meta ai,3,4,2,1,1,63279085ec65a992cc521187,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 12:50:56,2024-10-07 12:54:38,0,100,221,1,2024-10-07 12:54:39,R_3N5pPUqvnzFKXkl,anonymous,EN,1,1,2,2,5615777c7ffc8a000a811c61,19,0,0,0,41,0,80,1,63,1,,3,,6,,Gemini,2,3,6,1,1,5615777c7ffc8a000a811c61,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 12:50:13,2024-10-07 12:55:42,0,100,328,1,2024-10-07 12:55:42,R_5IZDZy1IvFiNjBn,anonymous,EN,1,1,2,2,65220979d69c80f0f6af18b4,45,45,45,9,72,54,81,1,24,3,,2,,4,,Replika,3,1,5,1,1,65220979d69c80f0f6af18b4,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 12:50:59,2024-10-07 12:55:53,0,100,293,1,2024-10-07 12:55:54,R_6q9UIlTMIktREYp,anonymous,EN,1,1,2,2,66b624bbc93512b213abc9bc,70,72,83,0,83,29,73,2,36,2,,3,,3,,Meta,2,1,1,1,1,66b624bbc93512b213abc9bc,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 12:49:13,2024-10-07 12:57:06,0,100,472,1,2024-10-07 12:57:06,R_1zIVZe67EWbhyt4,anonymous,EN,0.8999999761581421,1,2,2,66814fccfaa3135fb3e0a179,64,63,18,61,36,35,69,2,20,2,,1,,4,,Meta AI,2,1,20,10,1,66814fccfaa3135fb3e0a179,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 12:49:19,2024-10-07 12:57:21,0,100,481,1,2024-10-07 12:57:22,R_11zvWgvV6OlzSSu,anonymous,EN,0.30000001192092896,1,2,2,66d5f10ce1fa44997a861736,34,91,70,57,79,72,97,3,29,2,,3,,4,,AI,2,1,24,5,2,66d5f10ce1fa44997a861736,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 12:53:57,2024-10-07 12:57:38,0,100,220,1,2024-10-07 12:57:38,R_1CgAcjlreNOP4Bz,anonymous,EN,0.800000011920929,1,2,2,66ae6ee9942ad6bd3e2b567f,74,5,0,0,56,10,91,3,24,2,,2,,4,,Character ai,1,1,4,5,1,66ae6ee9942ad6bd3e2b567f,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 12:57:43,2024-10-07 12:59:48,0,100,125,1,2024-10-07 12:59:48,R_3eOYhWrl9w1ZO7b,anonymous,EN,1,1,2,2,66a3c8d87f5f1f558600a3c4,70,60,0,0,70,30,70,3,19,2,,3,,3,,ChatGPT,3,1,12,1,1,66a3c8d87f5f1f558600a3c4,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 12:58:06,2024-10-07 13:00:21,0,100,134,1,2024-10-07 13:00:21,R_6dVj9Lw1YZSC2uR,anonymous,EN,1,1,2,2,6099dc9048ab61c670e01aa5,0,0,0,0,0,0,88,1,25,2,,3,,8,Associate Degree,chatgpt,1,4,3,1,1,6099dc9048ab61c670e01aa5,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 12:56:06,2024-10-07 13:00:57,0,100,291,1,2024-10-07 13:00:58,R_3bUIB7mBcnFGnOV,anonymous,EN,1,1,2,2,669f7423c9c40ff7e52f3c3a,100,100,90,100,90,90,90,2,28,2,,3,,5,,good,2,2,10,10,4,669f7423c9c40ff7e52f3c3a,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:00:34,2024-10-07 13:01:12,0,100,37,1,2024-10-07 13:01:13,R_3aqweaYfk0i06Np,anonymous,EN,1,1,2,1,66ce6cee5710d94d673160d5,,,,,,,,,,,,,,,,,,,,,,66ce6cee5710d94d673160d5,,
2024-10-07 12:53:50,2024-10-07 13:02:05,0,100,494,1,2024-10-07 13:02:05,R_5r2lXDwnXJfWoXZ,anonymous,EN,0.8999999761581421,1,2,1,66e60fa8fb7fb545d0bfbaf7,,,,,,,,,,,,,,,,,,,,,,66e60fa8fb7fb545d0bfbaf7,,
2024-10-07 12:59:08,2024-10-07 13:02:05,0,100,177,1,2024-10-07 13:02:06,R_3WRKk2xYgzbKPAJ,anonymous,EN,1,1,2,2,66afb72c946eadbf30ce5575,0,0,0,0,30,0,100,3,36,2,,3,,8,High School dropout,Character ai,1,2,14,3,1,66afb72c946eadbf30ce5575,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 12:55:30,2024-10-07 13:02:51,0,100,441,1,2024-10-07 13:02:52,R_6gUPOm7O45FWCJ1,anonymous,EN,1,1,2,2,66d8655b790159b1ceaefae9,0,0,0,0,0,0,0,1,34,2,,3,,2,,"Alexa and Siri ",2,1,10,1,1,66d8655b790159b1ceaefae9,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:01:31,2024-10-07 13:03:26,0,100,115,1,2024-10-07 13:03:27,R_12AfUfc4oGJQPij,anonymous,EN,1,1,2,2,6599760dff590951e558d1fc,76,73,77,76,77,99,67,2,33,2,,3,,1,,"I use multiple applications ",3,3,2,15,1,6599760dff590951e558d1fc,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:00:13,2024-10-07 13:03:31,0,100,197,1,2024-10-07 13:03:31,R_7CjXSwL7kpFl8sA,anonymous,EN,1,1,2,2,62e029ff528ea30b4508eaf5,0,0,0,0,61,12,100,3,22,2,,3,,1,,characterAI,1,2,18,12,1,62e029ff528ea30b4508eaf5,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:02:42,2024-10-07 13:03:37,0,100,55,1,2024-10-07 13:03:38,R_3ltHzd2venvyT2V,anonymous,EN,1,1,2,1,6630706b75f4ca6c14e46a19,,,,,,,,,,,,,,,,,,,,,,6630706b75f4ca6c14e46a19,,
2024-10-07 13:02:02,2024-10-07 13:03:56,0,100,114,1,2024-10-07 13:03:57,R_1CrxDxeoVmh1L8g,anonymous,EN,,1,2,2,66ac44baacb76e7670d204c3,58,73,70,38,35,42,60,2,46,1,,3,,5,,Kuki,1,2,2,3,3,66ac44baacb76e7670d204c3,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 12:36:08,2024-10-07 13:03:58,0,100,1669,1,2024-10-07 13:03:58,R_3WNA19NitueATsT,anonymous,EN,1,1,2,2,6572839f81e5b7f488285164,40,30,20,20,40,30,60,3,49,1,,3,,5,,Gemini,3,4,8,1,1,6572839f81e5b7f488285164,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 12:50:38,2024-10-07 13:04:22,0,100,823,1,2024-10-07 13:04:22,R_80STVL9xI9NMgFK,anonymous,EN,1,1,2,2,62e1bc1f7bc99745a170ce2e,91,88,54,20,54,18,100,3,37,1,,4,,2,,Replica animia  and currently muahai,2,2,24,2,4,62e1bc1f7bc99745a170ce2e,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 12:59:17,2024-10-07 13:04:29,0,100,312,1,2024-10-07 13:04:30,R_1LLBNi9wJ2KYIk9,anonymous,EN,1,1,2,2,66d46261dbacd508795802fd,82,70,85,61,78,64,92,2,55,1,,1,,5,,chatgpt,2,1,3,2,1,66d46261dbacd508795802fd,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:01:59,2024-10-07 13:04:48,0,100,168,1,2024-10-07 13:04:48,R_7Z0GjT8h0pbhreV,anonymous,EN,1,1,2,2,66c0cce272612441d046ed6b,67,70,60,70,70,70,66,1,50,2,,3,,4,,nice,2,1,2,6,2,66c0cce272612441d046ed6b,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:04:44,2024-10-07 13:05:10,0,100,25,1,2024-10-07 13:05:10,R_5wnkRllevYfB7NF,anonymous,EN,1,1,2,1,66a93b8e458fc6633ee1fc9f,,,,,,,,,,,,,,,,,,,,,,66a93b8e458fc6633ee1fc9f,,
2024-10-07 13:02:49,2024-10-07 13:05:18,0,100,148,1,2024-10-07 13:05:19,R_1JJWQEBDbw6bTz9,anonymous,EN,1,1,2,2,6658cd81e4e49937196d341c,37,81,62,13,18,22,67,1,21,2,,4,,3,,Character AI,1,2,24,10,1,6658cd81e4e49937196d341c,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:02:51,2024-10-07 13:06:18,0,100,206,1,2024-10-07 13:06:19,R_3Xd1rYgzVxoIDzI,anonymous,EN,1,1,2,2,664dfaa604e322a13a54c74f,9,8,40,0,29,19,99,3,60,2,,3,,4,,chat gpt,3,3,5,1,1,664dfaa604e322a13a54c74f,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:03:59,2024-10-07 13:06:33,0,100,154,1,2024-10-07 13:06:33,R_1DWxOfacDps6eOd,anonymous,EN,1,1,2,2,5fec16300479d788a935f041,57,69,65,34,63,41,90,3,25,2,,3,,4,,Replika,1,4,12,2,3,5fec16300479d788a935f041,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:04:11,2024-10-07 13:06:55,0,100,163,1,2024-10-07 13:06:55,R_5gtjh42CQaAQT34,anonymous,EN,1,1,2,2,66e45de20ad285406c02dbfa,74,84,12,81,21,77,96,1,36,2,,3,,4,,AI companion app,2,2,5,10,3,66e45de20ad285406c02dbfa,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:04:41,2024-10-07 13:09:03,0,100,262,1,2024-10-07 13:09:03,R_1Nt3CrtHtdINBGr,anonymous,EN,0.8999999761581421,1,2,2,67007c60de5487026b2a9fd2,29,100,77,98,100,75,100,2,31,4,"Non-binary ","1,3",,3,,Copilot chatgpt cortana,2,1,5,2,1,67007c60de5487026b2a9fd2,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 12:54:47,2024-10-07 13:09:28,0,100,881,1,2024-10-07 13:09:29,R_1e1U4ajRScnrbWB,anonymous,EN,1,1,2,2,6695c426cd9399b87624659b,50,50,50,50,50,50,81,2,51,2,,"1,6",Native American,3,,Replika,1,4,36,0.5,2,6695c426cd9399b87624659b,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:05:13,2024-10-07 13:09:48,0,100,274,1,2024-10-07 13:09:48,R_6M53dCw1LExO9IQ,anonymous,EN,1,1,2,2,6633ce38def177f3db410a84,30,20,2,0,61,19,50,1,40,2,,4,,3,,chatGPT,1,1,6,0.5,2,6633ce38def177f3db410a84,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:06:00,2024-10-07 13:11:42,0,100,342,1,2024-10-07 13:11:43,R_53x9k6Xo9j6AGVG,anonymous,EN,1,1,2,2,6496f162cb9494f2bd0cb495,33,63,62,37,59,46,29,2,28,2,,"2,3",,4,,ChatGPT,1,1,12,1,1,6496f162cb9494f2bd0cb495,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:07:52,2024-10-07 13:11:55,0,100,243,1,2024-10-07 13:11:56,R_628VkDetE5aZhaS,anonymous,EN,1,1,2,2,66e28f22fb934c7fb9666c77,0,0,0,0,10,40,90,3,19,1,,2,,3,,Character AI and ChatGPT,2,1,9,0.5,1,66e28f22fb934c7fb9666c77,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:09:02,2024-10-07 13:12:02,0,100,180,1,2024-10-07 13:12:03,R_6GD7l5pu1tZ8Wuy,anonymous,EN,1,1,2,2,66b2bd5ffbecf719e850a8f8,0,90,0,0,50,0,100,3,22,1,,"3,4",,1,,Gemini,3,3,1,1,1,66b2bd5ffbecf719e850a8f8,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:11:55,2024-10-07 13:12:17,0,100,21,1,2024-10-07 13:12:17,R_5CHnwZ0pvTvpXmO,anonymous,EN,1,1,2,1,6702d927250ed1d8e4d12431,,,,,,,,,,,,,,,,,,,,,,6702d927250ed1d8e4d12431,,
2024-10-07 12:58:11,2024-10-07 13:12:21,0,100,849,1,2024-10-07 13:12:21,R_3eDku8UJLX0eh3V,anonymous,EN,1,1,2,2,668c0ba61ad563eb5505b22a,88,79,81,78,75,78,79,2,66,2,,3,,5,,chatGPT,1,1,5,2,1,668c0ba61ad563eb5505b22a,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:09:07,2024-10-07 13:12:28,0,100,200,1,2024-10-07 13:12:28,R_1Dur05Q8S5SUuvn,anonymous,EN,1,1,2,2,668402bd764a366c27c443d3,51,50,46,39,83,74,61,2,29,2,,3,,4,,Replika,2,1,1,1,1,668402bd764a366c27c443d3,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:06:39,2024-10-07 13:12:31,0,100,351,1,2024-10-07 13:12:31,R_1MoGTHemPDUSw5H,anonymous,EN,1,1,2,2,5ede91223409e112252b62b9,30,30,0,0,10,5,90,3,30,2,,3,,4,,I have used ChatGPT and Chai ai,3,1,3,1,1,5ede91223409e112252b62b9,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:09:19,2024-10-07 13:12:34,0,100,194,1,2024-10-07 13:12:35,R_5JDiA9IzCgn6cLf,anonymous,EN,1,1,2,2,65ec6f9c5e3f0082321cd5bc,30,8,20,7,20,20,71,3,31,2,,3,,3,,Character ai,2,1,14,1,1,65ec6f9c5e3f0082321cd5bc,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:06:22,2024-10-07 13:12:35,0,100,372,1,2024-10-07 13:12:35,R_7kzCpyFK91FI1eg,anonymous,EN,1,1,2,2,668cf6cae37019cec1f02644,29,95,100,74,9,100,100,2,46,1,,1,,5,,chatting net,1,1,2,4,1,668cf6cae37019cec1f02644,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:03:17,2024-10-07 13:13:04,0,100,587,1,2024-10-07 13:13:05,R_7EagNAyIg3MlTK2,anonymous,EN,1,1,2,2,5fbbe3a696d6300008af539d,90,80,0,40,49,45,100,2,36,1,,4,,8,Associate's Degree,CharacterAI,1,1,17,0.5,1,5fbbe3a696d6300008af539d,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:09:24,2024-10-07 13:13:09,0,100,225,1,2024-10-07 13:13:10,R_74i6uXz9rwBzESV,anonymous,EN,1,1,2,2,5617da425c62cf00118231b8,0,0,0,0,0,0,58,1,31,2,,"3,4",,4,,Replika,2,1,24,1,1,5617da425c62cf00118231b8,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:08:11,2024-10-07 13:13:27,0,100,315,1,2024-10-07 13:13:27,R_5Ryz3JiKrlVIOdT,anonymous,EN,1,1,2,2,65e2e448890c1aaa369b4236,60,55,79,50,60,86,70,1,30,1,,3,,5,,CHATGPT,1,2,2,2,4,65e2e448890c1aaa369b4236,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:11:15,2024-10-07 13:14:00,0,100,165,1,2024-10-07 13:14:01,R_3is4OI1InFu8llL,anonymous,EN,1,1,2,2,66eb7254da043dfe26415a52,40,69,50,50,79,68,68,3,35,1,,4,,3,,ChatGPT,2,1,3,3,2,66eb7254da043dfe26415a52,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:14:17,2024-10-07 13:14:48,0,100,30,1,2024-10-07 13:14:49,R_5jcXGK2WUKZPwP2,anonymous,EN,1,1,2,1,66cdef1ecb72020268699823,,,,,,,,,,,,,,,,,,,,,,66cdef1ecb72020268699823,,
2024-10-07 13:11:13,2024-10-07 13:14:50,0,100,216,1,2024-10-07 13:14:51,R_15KGE37SUE1sa0S,anonymous,EN,1,1,2,2,5f4dcb75bfcaa83a31c28ce0,50,50,0,0,20,0,60,1,29,1,,3,,1,,Claude,1,1,18,2,1,5f4dcb75bfcaa83a31c28ce0,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:13:05,2024-10-07 13:15:12,0,100,126,1,2024-10-07 13:15:12,R_1HeEDxFsRhFzRLI,anonymous,EN,1,1,2,2,66afb09765f525abb800e628,30,30,0,0,5,0,10,1,53,1,,3,,4,,character ai,2,3,7,2,1,66afb09765f525abb800e628,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:07:31,2024-10-07 13:15:13,0,100,461,1,2024-10-07 13:15:14,R_3wbWldKOXgJ2c7L,anonymous,EN,1,1,2,2,66a3fd496e0535e7a500ae64,50,50,90,20,50,80,100,2,65,1,,4,,4,,chatbot,3,3,4,1,1,66a3fd496e0535e7a500ae64,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:11:13,2024-10-07 13:15:44,0,100,271,1,2024-10-07 13:15:45,R_3Q99cNgy7fC5mpj,anonymous,EN,1,1,2,2,669065b3f32d0553ca1a5c02,0,0,0,0,0,0,30,1,28,2,,3,,4,,SimSimi,2,3,4,1,1,669065b3f32d0553ca1a5c02,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:11:46,2024-10-07 13:16:27,0,100,280,1,2024-10-07 13:16:27,R_7XIfb5aKbaXVzDH,anonymous,EN,1,1,2,2,645c11d642f5e89a976999ac,0,0,0,0,75,68,100,3,65,1,,3,,4,,ChatGPT Claude,2,3,6,1,2,645c11d642f5e89a976999ac,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:14:50,2024-10-07 13:16:45,0,100,114,1,2024-10-07 13:16:45,R_5XzDuxfIVaeCc2R,anonymous,EN,1,1,2,2,6680c10e70daab105348f1c7,64,77,41,71,34,39,72,2,18,2,,3,,1,,character ai,1,4,15,4,1,6680c10e70daab105348f1c7,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:16:31,2024-10-07 13:17:15,0,100,44,1,2024-10-07 13:17:16,R_5MSYILvuQn07xCo,anonymous,EN,1,1,2,1,66aa5f875e073b2ff9868c6b,,,,,,,,,,,,,,,,,,,,,,66aa5f875e073b2ff9868c6b,,
2024-10-07 13:10:40,2024-10-07 13:17:51,0,100,430,1,2024-10-07 13:17:51,R_1FB8allcgkb6Ik9,anonymous,EN,1,1,2,2,66f5b22c7432044aa9be8561,26,78,24,0,77,27,92,2,20,1,,6,"Middle eastern ",3,,chat gpt,1,3,0,1,1,66f5b22c7432044aa9be8561,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
